Line list produced by PGOPHER 10.1.182 04 Dec 2018 20:59  64 bit (fpc 3.3.1 x86_64-Linux)	10001182
Molecule	Upper Manifold	J'	Sym'	#'	Lower Manifold	J"	Sym"	#"	Position	Intensity	Eupper	Elower	Spol	A	Width	Branch	Label
AsymmetricTop	Excited	27	O-	3	Ground	28	O-	4	12344.5179671793	0.0000223161067305327	13054.0384802348	709.520513055412	10.5993135120643	113694.5494107	0	pP7,22(28)	Excited v=1 27  6 22 - Ground v=0 28  7 22
AsymmetricTop	Excited	27	O+	4	Ground	28	O+	4	12344.5179671827	0.0000223161067296038	13054.0384802381	709.520513055412	10.5993135116231	113694.549406059	0	pP7,21(28)	Excited v=1 27  6 21 - Ground v=0 28  7 21
AsymmetricTop	Excited	20	O+	5	Ground	19	O+	5	12344.5219614024	1.51125296558008E-6	13196.9345503505	852.412588948174	1.63358855102221	23506.2765904665	0	pR9,10(19)	Excited v=1 20  8 12 - Ground v=0 19  9 10
AsymmetricTop	Excited	20	O-	4	Ground	19	O-	5	12344.5219614024	1.51125296558009E-6	13196.9345503506	852.412588948173	1.63358855102221	23506.2765904665	0	pR9,11(19)	Excited v=1 20  8 13 - Ground v=0 19  9 11
AsymmetricTop	Excited	12	E+	4	Ground	12	E-	4	12344.5527224426	4.56159247475395E-6	12970.0264710228	625.473748580254	1.33569800749414	94562.2481163308	0	pQ8,5(12)	Excited v=1 12  7  5 - Ground v=0 12  8  5
AsymmetricTop	Excited	12	E-	4	Ground	12	E+	5	12344.5527224426	4.56159247475395E-6	12970.0264710228	625.473748580254	1.33569800749414	94562.2481163308	0	pQ8,4(12)	Excited v=1 12  7  6 - Ground v=0 12  8  4
AsymmetricTop	Excited	16	E-	1	Ground	15	E-	2	12344.6940825144	2.67224010819421E-9	12568.0009295388	223.306847024441	0.0000773190283448229	4.14702722423567	0	nR4,12(15)	Excited v=1 16  1 16 - Ground v=0 15  4 12
AsymmetricTop	Excited	13	E-	4	Ground	13	E+	5	12344.6983977319	5.06328471197357E-6	12978.8307054468	634.132307714955	1.55835160360424	102156.635732531	0	pQ8,5(13)	Excited v=1 13  7  7 - Ground v=0 13  8  5
AsymmetricTop	Excited	13	E+	4	Ground	13	E-	4	12344.6983977319	5.06328471197357E-6	12978.8307054468	634.132307714956	1.55835160360424	102156.635732531	0	pQ8,6(13)	Excited v=1 13  7  6 - Ground v=0 13  8  6
AsymmetricTop	Excited	14	E-	4	Ground	14	E+	5	12344.8553052555	5.46110823104867E-6	12988.3122249083	643.456919652771	1.77345403430081	108243.89041872	0	pQ8,6(14)	Excited v=1 14  7  8 - Ground v=0 14  8  6
AsymmetricTop	Excited	14	E+	4	Ground	14	E-	4	12344.8553052555	5.46110823104866E-6	12988.3122249083	643.456919652772	1.77345403430081	108243.89041872	0	pQ8,7(14)	Excited v=1 14  7  7 - Ground v=0 14  8  7
AsymmetricTop	Excited	26	O-	3	Ground	27	O-	4	12344.8799272362	0.0000243008024382026	13035.7506121561	690.870684919906	10.3673154669817	115412.604669438	0	pP7,21(27)	Excited v=1 26  6 21 - Ground v=0 27  7 21
AsymmetricTop	Excited	26	O+	4	Ground	27	O+	4	12344.8799272383	0.0000243008024375589	13035.7506121582	690.870684919906	10.3673154667071	115412.604666441	0	pP7,20(27)	Excited v=1 26  6 20 - Ground v=0 27  7 20
AsymmetricTop	Excited	15	E+	4	Ground	15	E-	4	12345.0234508898	5.76374971294811E-6	12998.4710374596	653.447586569874	1.98250851761767	113201.600818342	0	pQ8,8(15)	Excited v=1 15  7  8 - Ground v=0 15  8  8
AsymmetricTop	Excited	15	E-	4	Ground	15	E+	5	12345.0234508898	5.76374971294813E-6	12998.4710374596	653.447586569873	1.98250851761767	113201.600818342	0	pQ8,7(15)	Excited v=1 15  7  9 - Ground v=0 15  8  7
AsymmetricTop	Excited	16	E+	4	Ground	16	E-	4	12345.2028409307	5.97908348058145E-6	13009.3071517286	664.104310797878	2.1866542200573	117296.298025367	0	pQ8,9(16)	Excited v=1 16  7  9 - Ground v=0 16  8  9
AsymmetricTop	Excited	16	E-	4	Ground	16	E+	5	12345.2028409307	5.97908348058142E-6	13009.3071517286	664.104310797879	2.1866542200573	117296.298025367	0	pQ8,8(16)	Excited v=1 16  7 10 - Ground v=0 16  8  8
AsymmetricTop	Excited	14	E+	1	Ground	13	E+	3	12345.2373261606	1.55573177076949E-9	12549.2283871757	203.991061015141	0.0000402779647994948	2.45861933392941	0	nR4,9(13)	Excited v=1 14  1 13 - Ground v=0 13  4  9
AsymmetricTop	Excited	25	O-	3	Ground	26	O-	4	12345.2532811523	0.0000263493039850192	13018.1402537233	672.886972571014	10.1359891238357	117273.034056691	0	pP7,20(26)	Excited v=1 25  6 20 - Ground v=0 26  7 20
AsymmetricTop	Excited	25	O+	4	Ground	26	O+	4	12345.2532811536	0.0000263493039845831	13018.1402537247	672.886972571014	10.135989123668	117273.034054788	0	pP7,19(26)	Excited v=1 25  6 19 - Ground v=0 26  7 19
AsymmetricTop	Excited	17	E-	1	Ground	16	E-	2	12345.3883259085	3.47990647164035E-9	12579.3522366698	233.963910761311	0.0001070569526282	5.41482644257226	0	nR4,13(16)	Excited v=1 17  1 17 - Ground v=0 16  4 13
AsymmetricTop	Excited	17	E-	4	Ground	17	E+	5	12345.3934820943	6.11455597921499E-6	13020.8205769181	675.427094823845	2.38677085538879	120720.474629013	0	pQ8,9(17)	Excited v=1 17  7 11 - Ground v=0 17  8  9
AsymmetricTop	Excited	17	E+	4	Ground	17	E-	4	12345.3934820943	6.11455597921499E-6	13020.8205769181	675.427094823845	2.38677085538879	120720.474629013	0	pQ8,10(17)	Excited v=1 17  7 10 - Ground v=0 17  8 10
AsymmetricTop	Excited	21	O-	4	Ground	20	O-	5	12345.4235865743	1.57446999152603E-6	13211.1571113775	865.733524803202	1.83752989319211	25216.5769395314	0	pR9,12(20)	Excited v=1 21  8 14 - Ground v=0 20  9 12
AsymmetricTop	Excited	21	O+	5	Ground	20	O+	5	12345.4235865743	1.57446999152604E-6	13211.1571113775	865.733524803202	1.83752989319211	25216.5769395314	0	pR9,11(20)	Excited v=1 21  8 13 - Ground v=0 20  9 11
AsymmetricTop	Excited	18	E-	4	Ground	18	E+	5	12345.5953815161	6.17740190285282E-6	13033.0113228064	687.41594129028	2.58354915031242	123615.965162306	0	pQ8,10(18)	Excited v=1 18  7 12 - Ground v=0 18  8 10
AsymmetricTop	Excited	18	E+	4	Ground	18	E-	4	12345.5953815161	6.17740190285284E-6	13033.0113228064	687.415941290279	2.58354915031242	123615.965162306	0	pQ8,11(18)	Excited v=1 18  7 11 - Ground v=0 18  8 11
AsymmetricTop	Excited	24	O-	3	Ground	25	O-	4	12345.6380139185	0.0000284486989493133	13001.2073844183	655.569370499782	9.9054810291978	119295.014692842	0	pP7,19(25)	Excited v=1 24  6 19 - Ground v=0 25  7 19
AsymmetricTop	Excited	24	O+	4	Ground	25	O+	4	12345.6380139194	0.0000284486989490248	13001.2073844191	655.569370499781	9.90548102909731	119295.014691656	0	pP7,18(25)	Excited v=1 24  6 18 - Ground v=0 25  7 18
AsymmetricTop	Excited	19	E+	4	Ground	19	E-	4	12345.8085467517	6.17475219482798E-6	13045.8793997469	700.070852995136	2.77753950895662	126089.143392912	0	pQ8,12(19)	Excited v=1 19  7 12 - Ground v=0 19  8 12
AsymmetricTop	Excited	19	E-	4	Ground	19	E+	5	12345.8085467517	6.17475219482801E-6	13045.8793997469	700.070852995136	2.77753950895662	126089.143392912	0	pQ8,11(19)	Excited v=1 19  7 13 - Ground v=0 19  8 11
AsymmetricTop	Excited	20	E+	4	Ground	20	E-	4	12346.0329857766	6.11367185536121E-6	13059.4248186684	713.391832891819	2.96918636347167	128221.053849591	0	pQ8,13(20)	Excited v=1 20  7 13 - Ground v=0 20  8 13
AsymmetricTop	Excited	20	E-	4	Ground	20	E+	5	12346.0329857766	6.11367185536124E-6	13059.4248186684	713.391832891819	2.96918636347168	128221.053849591	0	pQ8,12(20)	Excited v=1 20  7 14 - Ground v=0 20  8 12
AsymmetricTop	Excited	23	O-	3	Ground	24	O-	4	12346.034111112	0.0000305843890797224	12984.9519845134	638.91787340136	9.67595889999212	121501.254629807	0	pP7,18(24)	Excited v=1 23  6 18 - Ground v=0 24  7 18
AsymmetricTop	Excited	23	O+	4	Ground	24	O+	4	12346.0341111125	0.0000305843890795363	12984.9519845139	638.91787340136	9.67595889993322	121501.254629082	0	pP7,17(24)	Excited v=1 23  6 17 - Ground v=0 24  7 17
AsymmetricTop	Excited	18	E-	1	Ground	17	E-	2	12346.0834818518	4.41768432237189E-9	12591.3705838485	245.287101996705	0.000145058541768742	6.94148922014024	0	nR4,14(17)	Excited v=1 18  1 18 - Ground v=0 17  4 14
AsymmetricTop	Excited	15	E+	1	Ground	14	E+	3	12346.2047876743	2.17795689252815E-9	12559.5206881381	213.315900463761	0.0000594961269150162	3.39821515776483	0	nR4,10(14)	Excited v=1 15  1 14 - Ground v=0 14  4 10
AsymmetricTop	Excited	21	E-	4	Ground	21	E+	5	12346.2687069861	6.00115248276813E-6	13073.6475910752	727.378884089182	3.15885289526509	130074.319680393	0	pQ8,13(21)	Excited v=1 21  7 15 - Ground v=0 21  8 13
AsymmetricTop	Excited	21	E+	4	Ground	21	E-	4	12346.2687069861	6.00115248276808E-6	13073.6475910752	727.378884089183	3.15885289526508	130074.319680392	0	pQ8,14(21)	Excited v=1 21  7 14 - Ground v=0 21  8 14
AsymmetricTop	Excited	22	O-	4	Ground	21	O-	5	12346.336481293	1.61674184800831E-6	13226.0570063098	879.720525016785	2.04503142023073	26822.7922308042	0	pR9,13(21)	Excited v=1 22  8 15 - Ground v=0 21  9 13
AsymmetricTop	Excited	22	O+	5	Ground	21	O+	5	12346.336481293	1.61674184800832E-6	13226.0570063098	879.720525016784	2.04503142023073	26822.7922308042	0	pR9,12(21)	Excited v=1 22  8 14 - Ground v=0 21  9 12
AsymmetricTop	Excited	22	O-	3	Ground	23	O-	4	12346.4415588961	0.0000327402610685878	12969.3740350711	622.932476175	9.44761626831874	123918.838613837	0	pP7,17(23)	Excited v=1 22  6 17 - Ground v=0 23  7 17
AsymmetricTop	Excited	22	O+	4	Ground	23	O+	4	12346.4415588964	0.000032740261068471	12969.3740350714	622.932476175	9.44761626828503	123918.838613404	0	pP7,16(23)	Excited v=1 22  6 16 - Ground v=0 23  7 16
AsymmetricTop	Excited	22	E-	4	Ground	22	E+	5	12346.5157191954	5.84407656042971E-6	13088.5477290469	742.032009851536	3.346839136755	131697.948118452	0	pQ8,14(22)	Excited v=1 22  7 16 - Ground v=0 22  8 14
AsymmetricTop	Excited	22	E+	4	Ground	22	E-	4	12346.5157191954	5.84407656042965E-6	13088.5477290469	742.032009851537	3.34683913675498	131697.948118451	0	pQ8,15(22)	Excited v=1 22  7 15 - Ground v=0 22  8 15
AsymmetricTop	Excited	23	E-	4	Ground	23	E+	5	12346.77403164	5.6491654683004E-6	13104.1252452386	757.351213598646	3.53339543382306	133130.734352822	0	pQ8,15(23)	Excited v=1 23  7 17 - Ground v=0 23  8 15
AsymmetricTop	Excited	23	E+	4	Ground	23	E-	4	12346.77403164	5.64916546830035E-6	13104.1252452386	757.351213598646	3.53339543382303	133130.734352821	0	pQ8,16(23)	Excited v=1 23  7 16 - Ground v=0 23  8 16
AsymmetricTop	Excited	19	E-	1	Ground	18	E-	2	12346.7794273161	5.48130111400709E-9	12604.0558591324	257.276431816254	0.000192840641227443	8.7562564255079	0	nR4,15(18)	Excited v=1 19  1 19 - Ground v=0 18  4 15
AsymmetricTop	Excited	21	O-	3	Ground	22	O-	4	12346.8603440201	0.0000348989225662132	12954.4735179442	607.613173924036	9.22067839158193	126580.327295998	0	pP7,16(22)	Excited v=1 21  6 16 - Ground v=0 22  7 16
AsymmetricTop	Excited	21	O+	4	Ground	22	O+	4	12346.8603440203	0.0000348989225661421	12954.4735179443	607.613173924036	9.22067839156314	126580.327295745	0	pP7,15(22)	Excited v=1 21  6 15 - Ground v=0 22  7 15
AsymmetricTop	Excited	24	E-	4	Ground	24	E+	5	12347.0436539753	5.4229198432085E-6	13120.380152881	773.336498905742	3.71873259964869	134403.712314692	0	pQ8,16(24)	Excited v=1 24  7 18 - Ground v=0 24  8 16
AsymmetricTop	Excited	24	E+	4	Ground	24	E-	4	12347.0436539753	5.42291984320842E-6	13120.380152881	773.336498905741	3.71873259964862	134403.71231469	0	pQ8,17(24)	Excited v=1 24  7 17 - Ground v=0 24  8 17
AsymmetricTop	Excited	16	E+	1	Ground	15	E+	3	12347.1916989758	2.95321287210675E-9	12570.4985461968	223.306847221025	0.0000854487399260518	4.58584887074033	0	nR4,11(15)	Excited v=1 16  1 15 - Ground v=0 15  4 11
AsymmetricTop	Excited	23	O+	5	Ground	22	O+	5	12347.2606526294	1.63897871837958E-6	13241.6342447889	894.373592159545	2.25557189891291	28331.7143189293	0	pR9,13(22)	Excited v=1 23  8 15 - Ground v=0 22  9 13
AsymmetricTop	Excited	23	O-	4	Ground	22	O-	5	12347.2606526294	1.63897871837958E-6	13241.6342447889	894.373592159544	2.25557189891291	28331.7143189293	0	pR9,14(22)	Excited v=1 23  8 16 - Ground v=0 22  9 14
AsymmetricTop	Excited	20	O-	3	Ground	21	O-	4	12347.290453819	0.0000370420077148137	12940.2504157749	592.959961955876	8.99540984967805	129525.202523454	0	pP7,15(21)	Excited v=1 20  6 15 - Ground v=0 21  7 15
AsymmetricTop	Excited	20	O+	4	Ground	21	O+	4	12347.2904538191	0.0000370420077147718	12940.2504157749	592.959961955875	8.99540984966786	129525.20252331	0	pP7,14(21)	Excited v=1 20  6 14 - Ground v=0 21  7 14
AsymmetricTop	Excited	25	E-	4	Ground	25	E+	5	12347.3245962767	5.17155856486357E-6	13137.3124657803	789.987869503513	3.90302967141688	135541.945635754	0	pQ8,17(25)	Excited v=1 25  7 19 - Ground v=0 25  8 17
AsymmetricTop	Excited	25	E+	4	Ground	25	E-	4	12347.3245962767	5.17155856486338E-6	13137.3124657803	789.987869503513	3.90302967141675	135541.945635749	0	pQ8,18(25)	Excited v=1 25  7 18 - Ground v=0 25  8 18
AsymmetricTop	Excited	20	E-	1	Ground	19	E-	2	12347.4760338503	6.66136789468353E-9	12617.4079458045	269.931911954173	0.000252063282828565	10.888893485639	0	nR4,16(19)	Excited v=1 20  1 20 - Ground v=0 19  4 16
AsymmetricTop	Excited	26	E-	4	Ground	26	E+	5	12347.6168690403	4.90096092145254E-6	13154.9221983184	807.305329278125	4.08643990518196	136565.854283235	0	pQ8,18(26)	Excited v=1 26  7 20 - Ground v=0 26  8 18
AsymmetricTop	Excited	26	E+	4	Ground	26	E-	4	12347.6168690403	4.90096092145229E-6	13154.9221983184	807.305329278124	4.08643990518173	136565.854283227	0	pQ8,19(26)	Excited v=1 26  7 19 - Ground v=0 26  8 19
AsymmetricTop	Excited	19	O-	3	Ground	20	O-	4	12347.7318762133	0.0000391505565223237	12926.7047119953	578.972835781989	8.77212441969902	132801.791908987	0	pP7,14(20)	Excited v=1 19  6 14 - Ground v=0 20  7 14
AsymmetricTop	Excited	19	O+	4	Ground	20	O+	4	12347.7318762133	0.0000391505565222999	12926.7047119953	578.972835781989	8.77212441969367	132801.791908908	0	pP7,13(20)	Excited v=1 19  6 13 - Ground v=0 20  7 13
AsymmetricTop	Excited	27	E-	4	Ground	27	E+	5	12347.9204831819	4.61661518859941E-6	13173.2093654531	825.288882271211	4.26909545871429	137492.209535377	0	pQ8,19(27)	Excited v=1 27  7 21 - Ground v=0 27  8 19
AsymmetricTop	Excited	27	E+	4	Ground	27	E-	4	12347.9204831819	4.61661518859893E-6	13173.2093654532	825.288882271212	4.26909545871386	137492.209535363	0	pQ8,20(27)	Excited v=1 27  7 20 - Ground v=0 27  8 20
AsymmetricTop	Excited	21	E-	1	Ground	20	E-	2	12348.1731678055	7.94344975453986E-9	12631.4267225977	283.253554792198	0.000324527570707145	13.3694862725548	0	nR4,17(20)	Excited v=1 21  1 21 - Ground v=0 20  4 17
AsymmetricTop	Excited	18	O-	3	Ground	19	O-	4	12348.1845997091	0.0000412054731425969	12913.836390827	565.651791117903	8.55119806722169	136469.867453101	0	pP7,13(19)	Excited v=1 18  6 13 - Ground v=0 19  7 13
AsymmetricTop	Excited	18	O+	4	Ground	19	O+	4	12348.1845997091	0.0000412054731425839	12913.836390827	565.651791117903	8.55119806721898	136469.867453059	0	pP7,12(19)	Excited v=1 18  6 12 - Ground v=0 19  7 12
AsymmetricTop	Excited	24	O-	4	Ground	23	O-	5	12348.1961079702	1.64247470838178E-6	13257.8888368947	909.692728924524	2.46871462534311	29750.0398684043	0	pR9,15(23)	Excited v=1 24  8 17 - Ground v=0 23  9 15
AsymmetricTop	Excited	24	O+	5	Ground	23	O+	5	12348.1961079702	1.64247470838179E-6	13257.8888368947	909.692728924523	2.46871462534311	29750.0398684043	0	pR9,14(23)	Excited v=1 24  8 16 - Ground v=0 23  9 14
AsymmetricTop	Excited	17	E+	1	Ground	16	E+	3	12348.1979309014	3.89408106874528E-9	12582.1618419903	233.963911088947	0.000119798752262614	6.06343099804667	0	nR4,12(16)	Excited v=1 17  1 16 - Ground v=0 16  4 12
AsymmetricTop	Excited	28	E-	4	Ground	28	E+	5	12348.2354500383	4.32357580913656E-6	13192.1739827182	843.938532679892	4.45111108548111	138334.888789603	0	pQ8,20(28)	Excited v=1 28  7 22 - Ground v=0 28  8 20
AsymmetricTop	Excited	28	E+	4	Ground	28	E-	4	12348.2354500383	4.32357580913584E-6	13192.1739827182	843.938532679892	4.45111108548037	138334.88878958	0	pQ8,21(28)	Excited v=1 28  7 21 - Ground v=0 28  8 21
AsymmetricTop	Excited	29	E-	4	Ground	29	E+	5	12348.5617813664	4.02643051289892E-6	13211.8160662232	863.25428485677	4.63258707501565	139105.454247974	0	pQ8,21(29)	Excited v=1 29  7 23 - Ground v=0 29  8 21
AsymmetricTop	Excited	29	E+	4	Ground	29	E-	4	12348.5617813665	4.02643051289784E-6	13211.8160662232	863.25428485677	4.63258707501441	139105.454247937	0	pQ8,22(29)	Excited v=1 29  7 22 - Ground v=0 29  8 22
AsymmetricTop	Excited	17	O-	3	Ground	18	O-	4	12348.6486133978	0.0000431880700831952	12901.645437281	552.996823883195	8.33308626617391	140604.208340747	0	pP7,12(18)	Excited v=1 17  6 12 - Ground v=0 18  7 12
AsymmetricTop	Excited	17	O+	4	Ground	18	O+	4	12348.6486133978	0.0000431880700831884	12901.645437281	552.996823883195	8.33308626617259	140604.208340726	0	pP7,11(18)	Excited v=1 17  6 11 - Ground v=0 18  7 11
AsymmetricTop	Excited	22	E-	1	Ground	21	E-	2	12348.870690568	9.30839476723537E-9	12646.1120639264	297.241373358332	0.000412172074977732	16.2282325447743	0	nR4,18(21)	Excited v=1 22  1 22 - Ground v=0 21  4 18
AsymmetricTop	Excited	30	E-	4	Ground	30	E+	5	12348.899489344	3.72927802097884E-6	13232.135632654	883.236143309945	4.81361161304991	139813.600930917	0	pQ8,22(30)	Excited v=1 30  7 24 - Ground v=0 30  8 22
AsymmetricTop	Excited	30	E+	4	Ground	30	E-	4	12348.8994893441	3.72927802097722E-6	13232.135632654	883.236143309945	4.81361161304783	139813.600930858	0	pQ8,23(30)	Excited v=1 30  7 23 - Ground v=0 30  8 23
AsymmetricTop	Excited	16	O-	3	Ground	17	O-	4	12349.1239069559	0.000045080709321581	12890.1318371574	541.007930201482	8.11834742961747	145299.568932225	0	pP7,11(17)	Excited v=1 16  6 11 - Ground v=0 17  7 11
AsymmetricTop	Excited	16	O+	4	Ground	17	O+	4	12349.1239069559	0.0000450807093215777	12890.1318371574	541.007930201481	8.11834742961685	145299.568932215	0	pP7,10(17)	Excited v=1 16  6 10 - Ground v=0 17  7 10
AsymmetricTop	Excited	25	O+	5	Ground	24	O+	5	12349.1428550183	1.62881338338568E-6	13274.8207931455	925.677938127181	2.68409050737773	31084.1940578545	0	pR9,15(24)	Excited v=1 25  8 17 - Ground v=0 24  9 15
AsymmetricTop	Excited	25	O-	4	Ground	24	O-	5	12349.1428550183	1.62881338338568E-6	13274.8207931455	925.677938127181	2.68409050737773	31084.1940578545	0	pR9,16(24)	Excited v=1 25  8 18 - Ground v=0 24  9 16
AsymmetricTop	Excited	18	E+	1	Ground	17	E+	3	12349.223344929	5.00916983324118E-9	12594.510447455	245.287102525957	0.000164480488118044	7.87689471018905	0	nR4,13(17)	Excited v=1 18  1 17 - Ground v=0 17  4 13
AsymmetricTop	Excited	23	E-	1	Ground	22	E-	2	12349.5684588014	1.0732904328162E-8	12661.4638401268	311.895381325388	0.000517067732518388	19.4952301694015	0	nR4,19(22)	Excited v=1 23  1 23 - Ground v=0 22  4 19
AsymmetricTop	Excited	15	O-	3	Ground	16	O-	4	12349.6104706451	0.0000468675585776398	12879.2955770455	529.685106400417	7.90767512495915	150677.737610133	0	pP7,10(16)	Excited v=1 15  6 10 - Ground v=0 16  7 10
AsymmetricTop	Excited	15	O+	4	Ground	16	O+	4	12349.6104706451	0.0000468675585776381	12879.2955770455	529.685106400418	7.90767512495888	150677.737610127	0	pP7,9(16)	Excited v=1 15  6  9 - Ground v=0 16  7  9
AsymmetricTop	Excited	26	O+	5	Ground	25	O+	5	12350.1009017926	1.59978314613198E-6	13292.430124498	942.329222705397	2.90138505054075	32340.2374862264	0	pR9,16(25)	Excited v=1 26  8 18 - Ground v=0 25  9 16
AsymmetricTop	Excited	26	O-	4	Ground	25	O-	5	12350.1009017926	1.59978314613199E-6	13292.430124498	942.329222705397	2.90138505054075	32340.2374862264	0	pR9,17(25)	Excited v=1 26  8 19 - Ground v=0 25  9 17
AsymmetricTop	Excited	14	O-	3	Ground	15	O-	4	12350.1082953122	0.0000485354937718951	12869.1366443239	519.028349011691	7.70194317297436	156897.779549451	0	pP7,9(15)	Excited v=1 14  6  9 - Ground v=0 15  7  9
AsymmetricTop	Excited	14	O+	4	Ground	15	O+	4	12350.1082953122	0.0000485354937718944	12869.1366443239	519.028349011691	7.70194317297424	156897.779549449	0	pP7,8(15)	Excited v=1 14  6  8 - Ground v=0 15  7  8
AsymmetricTop	Excited	9	E-	4	Ground	8	E-	4	12350.1774040897	7.39632452728337E-8	12947.6774060793	597.500001989633	0.0184369818326889	1719.80519908158	0	pR8,1(8)	Excited v=1  9  7  3 - Ground v=0  8  8  1
AsymmetricTop	Excited	9	E+	4	Ground	8	E+	5	12350.1774040897	7.39632452728339E-8	12947.6774060793	597.500001989632	0.0184369818326889	1719.80519908158	0	pR8,0(8)	Excited v=1  9  7  2 - Ground v=0  8  8  0
AsymmetricTop	Excited	24	E-	1	Ground	23	E-	2	12350.2663246957	1.21903136834913E-8	12677.481917705	327.215593009298	0.00064141126706435	23.2002634133026	0	nR4,20(23)	Excited v=1 24  1 24 - Ground v=0 23  4 20
AsymmetricTop	Excited	19	E+	1	Ground	18	E+	3	12350.2677929483	6.30235737030396E-9	12607.5442255963	257.276432647923	0.000221726669831231	10.0764114682299	0	nR4,14(18)	Excited v=1 19  1 18 - Ground v=0 18  4 14
AsymmetricTop	Excited	13	O-	3	Ground	14	O-	4	12350.617372389	0.0000500752008766082	12859.65502716	509.037654771019	7.50227007253426	164171.255585568	0	pP7,8(14)	Excited v=1 13  6  8 - Ground v=0 14  7  8
AsymmetricTop	Excited	13	O+	4	Ground	14	O+	4	12350.617372389	0.0000500752008766079	12859.65502716	509.03765477102	7.50227007253422	164171.255585568	0	pP7,7(14)	Excited v=1 13  6  7 - Ground v=0 14  7  7
AsymmetricTop	Excited	10	E+	4	Ground	9	E+	5	12350.9554593888	1.92844266705921E-7	12954.4498279536	603.494368564752	0.0497580090131857	4200.18876466746	0	pR8,1(9)	Excited v=1 10  7  3 - Ground v=0  9  8  1
AsymmetricTop	Excited	10	E-	4	Ground	9	E-	4	12350.9554593888	1.92844266705921E-7	12954.4498279536	603.494368564752	0.0497580090131857	4200.18876466746	0	pR8,2(9)	Excited v=1 10  7  4 - Ground v=0  9  8  2
AsymmetricTop	Excited	25	E-	1	Ground	24	E-	2	12350.9641362232	1.36515397849631E-8	12694.1661595904	343.202023367171	0.000787517154022466	27.3725886476659	0	nR4,21(24)	Excited v=1 25  1 25 - Ground v=0 24  4 21
AsymmetricTop	Excited	27	O+	5	Ground	26	O+	5	12351.0702566279	1.55730185051069E-6	13310.7168423473	959.646585719475	3.12032823542181	33523.824288085	0	pR9,17(26)	Excited v=1 27  8 19 - Ground v=0 26  9 17
AsymmetricTop	Excited	27	O-	4	Ground	26	O-	5	12351.0702566279	1.55730185051069E-6	13310.7168423473	959.646585719475	3.12032823542181	33523.824288085	0	pR9,18(26)	Excited v=1 27  8 20 - Ground v=0 26  9 18
AsymmetricTop	Excited	12	O-	3	Ground	13	O-	4	12351.137693892	0.00005148256904347	12850.8507145102	499.713020618145	7.31011315716892	172785.450224959	0	pP7,7(13)	Excited v=1 12  6  7 - Ground v=0 13  7  7
AsymmetricTop	Excited	12	O+	4	Ground	13	O+	4	12351.137693892	0.0000514825690434701	12850.8507145102	499.713020618145	7.3101131571689	172785.450224959	0	pP7,6(13)	Excited v=1 12  6  6 - Ground v=0 13  7  6
AsymmetricTop	Excited	20	E+	1	Ground	19	E+	3	12351.3311170169	7.7722124426522E-9	12621.2630302463	269.931913229378	0.000294097162697941	12.7166205929047	0	nR4,15(19)	Excited v=1 20  1 19 - Ground v=0 19  4 15
AsymmetricTop	Excited	26	E-	1	Ground	25	E-	2	12351.661737402	1.50861450522506E-8	12711.5164253971	359.854687995075	0.000957808168929717	32.0407208578994	0	nR4,22(25)	Excited v=1 26  1 26 - Ground v=0 25  4 22
AsymmetricTop	Excited	11	O+	4	Ground	12	O+	4	12351.669252423	0.0000527605356119191	12842.7236961198	491.054443696833	7.12740982702165	183139.930359825	0	pP7,5(12)	Excited v=1 11  6  5 - Ground v=0 12  7  5
AsymmetricTop	Excited	11	O-	3	Ground	12	O-	4	12351.669252423	0.0000527605356119192	12842.7236961198	491.054443696833	7.12740982702166	183139.930359825	0	pP7,6(12)	Excited v=1 11  6  6 - Ground v=0 12  7  6
AsymmetricTop	Excited	11	E-	4	Ground	10	E-	4	12351.7447333664	3.37285525092894E-7	12961.8995141591	610.154780792719	0.0904276161511232	6970.78377937733	0	pR8,3(10)	Excited v=1 11  7  5 - Ground v=0 10  8  3
AsymmetricTop	Excited	11	E+	4	Ground	10	E+	5	12351.7447333664	3.37285525092893E-7	12961.8995141591	610.154780792719	0.0904276161511232	6970.78377937733	0	pR8,2(10)	Excited v=1 11  7  4 - Ground v=0 10  8  2
AsymmetricTop	Excited	28	O-	4	Ground	27	O-	5	12352.0509281752	1.5033503636943E-6	13329.6809585273	977.630030352146	3.34068656369208	34640.191426984	0	pR9,19(27)	Excited v=1 28  8 21 - Ground v=0 27  9 19
AsymmetricTop	Excited	28	O+	5	Ground	27	O+	5	12352.0509281752	1.5033503636943E-6	13329.6809585273	977.630030352146	3.34068656369208	34640.191426984	0	pR9,18(27)	Excited v=1 28  8 20 - Ground v=0 27  9 18
AsymmetricTop	Excited	10	O-	3	Ground	11	O-	4	12352.2120411683	0.0000539216693894355	12835.2739625232	483.061921354872	6.95679581324579	195806.166369602	0	pP7,5(11)	Excited v=1 10  6  5 - Ground v=0 11  7  5
AsymmetricTop	Excited	10	O+	4	Ground	11	O+	4	12352.2120411683	0.0000539216693894356	12835.2739625232	483.061921354872	6.95679581324579	195806.166369602	0	pP7,4(11)	Excited v=1 10  6  4 - Ground v=0 11  7  4
AsymmetricTop	Excited	27	E-	1	Ground	26	E-	2	12352.3589685634	1.64634605840482E-8	12729.5325716889	377.173603125517	0.00115480457214736	37.2322223887871	0	nR4,23(26)	Excited v=1 27  1 27 - Ground v=0 26  4 23
