3.100000000000000000e+01 3.000000000000000000e+01 3.100000000000000000e+01 3.000000000000000000e+01 -1.000000000000000000e+00 -1.000000000000000000e+00 1.207456635500000084e+04 4.428217617032254216e-34
3.100000000000000000e+01 3.000000000000000000e+01 3.000000000000000000e+01 2.900000000000000000e+01 -1.000000000000000000e+00 -1.000000000000000000e+00 1.207933281400000124e+04 2.225648416874566966e-32
3.000000000000000000e+01 2.900000000000000000e+01 3.000000000000000000e+01 2.900000000000000000e+01 -1.000000000000000000e+00 -1.000000000000000000e+00 1.207986855200000173e+04 2.711163548857258016e-32
3.100000000000000000e+01 3.000000000000000000e+01 2.900000000000000000e+01 2.800000000000000000e+01 -1.000000000000000000e+00 -1.000000000000000000e+00 1.208452270300000237e+04 8.527095303182020359e-30
3.000000000000000000e+01 2.900000000000000000e+01 2.900000000000000000e+01 2.800000000000000000e+01 -1.000000000000000000e+00 -1.000000000000000000e+00 1.208505844100000104e+04 1.038137406329279978e-29
2.900000000000000000e+01 2.800000000000000000e+01 2.900000000000000000e+01 2.800000000000000000e+01 -1.000000000000000000e+00 -1.000000000000000000e+00 1.208559850400000141e+04 1.256508222580811576e-29
3.100000000000000000e+01 3.000000000000000000e+01 2.800000000000000000e+01 2.700000000000000000e+01 -1.000000000000000000e+00 -1.000000000000000000e+00 1.209013602200000241e+04 3.074465024177226049e-28
3.000000000000000000e+01 2.900000000000000000e+01 2.800000000000000000e+01 2.700000000000000000e+01 -1.000000000000000000e+00 -1.000000000000000000e+00 1.209067176000000109e+04 3.740842130012722483e-28
2.900000000000000000e+01 2.800000000000000000e+01 2.800000000000000000e+01 2.700000000000000000e+01 -1.000000000000000000e+00 -1.000000000000000000e+00 1.209121182300000146e+04 4.524984178970012493e-28
2.800000000000000000e+01 2.700000000000000000e+01 2.800000000000000000e+01 2.700000000000000000e+01 -1.000000000000000000e+00 -1.000000000000000000e+00 1.209175621100000171e+04 5.441731546645466108e-28
3.100000000000000000e+01 3.100000000000000000e+01 3.100000000000000000e+01 3.000000000000000000e+01 0.000000000000000000e+00 -1.000000000000000000e+00 1.209533055800000147e+04 1.429189087464303293e-35
3.100000000000000000e+01 3.000000000000000000e+01 2.700000000000000000e+01 2.600000000000000000e+01 -1.000000000000000000e+00 -1.000000000000000000e+00 1.209617277100000138e+04 8.449644419035530202e-26
3.000000000000000000e+01 2.900000000000000000e+01 2.700000000000000000e+01 2.600000000000000000e+01 -1.000000000000000000e+00 -1.000000000000000000e+00 1.209670850900000005e+04 1.027484895923264324e-25
2.900000000000000000e+01 2.800000000000000000e+01 2.700000000000000000e+01 2.600000000000000000e+01 -1.000000000000000000e+00 -1.000000000000000000e+00 1.209724857200000042e+04 1.242083896704117244e-25
