# eBE(cm-1)  int. (rel. X0)  beta
11625.763      0.00321       5.36436
11627.726     -0.00098     -13.49256
11629.687      0.01104      -0.76640
11631.645      0.00448      -1.52346
11633.601     -0.00999       0.08748
11635.555     -0.01170      -0.36388
11637.507     -0.00173      -3.38901
11639.456      0.00522      -1.03770
11641.403      0.00563      -0.39633
11643.347     -0.00079       3.24317
11645.290     -0.00631      -0.45480
11647.230      0.00076       2.32863
11649.168      0.00703      -1.48395
11651.103     -0.00127       1.62195
11653.036      0.00070      12.24004
11654.967      0.01075       0.38467
11656.896     -0.00154       0.45106
11658.822     -0.00734      -1.09911
11660.746      0.00773      -0.24842
11662.667      0.00260      -0.78068
11664.587     -0.00083      -8.21569
11666.504     -0.00316      -1.73776
11668.419      0.00062      11.22720
11670.331      0.00137      -4.08647
11672.241      0.00371      -4.25162
11674.149      0.00275      -3.36061
11676.055     -0.00118       0.14027
11677.958     -0.00710      -0.62963
11679.859      0.00033      13.61417
11681.757      0.00626      -2.14540
11683.654      0.01455      -1.41853
11685.548      0.00856      -0.13884
11687.440     -0.00303      -3.25378
11689.329     -0.00069      -8.42840
11691.216     -0.00113      -7.24227
11693.101     -0.00059       8.72016
11694.984      0.00416      -5.25207
11696.864     -0.00255       0.37855
11698.742     -0.00077     -15.39862
11700.617      0.00531       0.07191
11702.491      0.00715      -0.19880
11704.362      0.00090      12.40784
11706.231      0.00926       0.00931
11708.097      0.00974      -0.05916
11709.961      0.00254      -5.41598
11711.823      0.00235      -5.35850
11713.683     -0.00751       0.02961
11715.540     -0.00241       5.78257
11717.395      0.00572      -2.32177
11719.247      0.00154       6.64766
11721.098      0.00358       2.22755
11722.946      0.00307      -1.33247
11724.792      0.01079      -1.32172
11726.635      0.00066      13.81323
11728.476     -0.00533      -0.60812
11730.315      0.00312      -4.64306
11732.152      0.00825      -2.77503
11733.986      0.00777      -1.63415
11735.818     -0.00138      -5.67039
11737.647      0.00432      -1.98360
11739.475      0.01503      -0.90040
11741.300      0.00137      -0.28403
11743.123     -0.01081      -1.96569
11744.943     -0.01214      -0.87658
11746.761     -0.00454       1.35248
11748.577      0.00160      -5.62883
11750.391      0.01370      -1.67485
11752.202      0.01261      -1.24519
11754.011      0.00254       2.10481
11755.817      0.00168       7.45787
11757.622      0.01144      -0.31757
11759.424      0.00418       0.51487
11761.224     -0.00017      -9.28569
11763.021      0.00949      -0.76061
11764.816      0.00566      -0.57906
11766.609      0.00474      -3.27134
11768.400      0.01029      -1.74076
11770.188      0.00431      -2.11283
11771.974     -0.00914      -1.57236
11773.757     -0.00743      -0.75799
11775.539      0.00260      -4.78341
11777.318      0.00021       4.67746
11779.095     -0.00862      -1.10029
11780.869     -0.00530      -0.08981
11782.641      0.00494      -0.55395
11784.411     -0.00034      -0.54442
11786.179     -0.00244      -2.42050
11787.944      0.00314       1.68056
11789.707      0.00312      -1.22795
11791.467     -0.00387      -3.72889
11793.226      0.00081       7.66338
11794.982     -0.00062     -14.32050
11796.736     -0.00351      -1.07932
11798.487     -0.00767      -1.36547
11800.236     -0.00026      16.93843
11801.983      0.00090      -3.75400
11803.728     -0.00489      -0.16929
11805.470     -0.01422      -1.22788
11807.210     -0.00561      -2.05506
11808.947      0.00719      -2.43012
11810.683      0.00524      -3.90850
11812.416     -0.00767       0.08599
11814.147      0.00151      -1.10275
11815.875      0.00211      -0.70635
11817.601     -0.00859      -0.04289
11819.325     -0.00227       0.00285
11821.047      0.00363      -0.74679
11822.766      0.00943      -0.93992
11824.483      0.00391      -0.98060
11826.197     -0.01034      -1.60237
11827.910     -0.00797      -1.73640
11829.620     -0.00284      -1.08388
11831.328      0.00628      -1.09092
11833.033      0.01637      -0.87194
11834.736      0.00540      -2.37627
11836.437     -0.00040      -0.68377
11838.136      0.00225       1.65690
11839.832     -0.00722      -0.47562
11841.526     -0.00599      -1.73290
11843.217     -0.00212      -2.34598
11844.907      0.00361      -0.71215
11846.594      0.00512      -1.07830
11848.279     -0.00005     105.85613
11849.961     -0.00283       1.62891
11851.641      0.00249      -3.02219
11853.319      0.00032      -3.24344
11854.995      0.00301      -0.81268
11856.668     -0.00068       7.21039
11858.339     -0.00060      -0.60389
11860.007     -0.00368      -2.32977
11861.674      0.00397      -1.19094
11863.338      0.01144      -1.22862
11865.000      0.00666      -1.05557
11866.659     -0.00276      -1.86394
11868.316     -0.00799      -1.23400
11869.971      0.00002     369.06948
11871.624     -0.00057     -18.06363
11873.274      0.00020      57.49822
11874.922      0.01031       0.08343
11876.567      0.00451       0.99137
11878.211     -0.00885      -0.15706
11879.852     -0.00883      -0.22040
11881.491      0.00005    -163.91684
11883.127     -0.00506       0.22987
11884.761     -0.00405      -2.06669
11886.393     -0.00415      -2.80466
11888.023      0.00088       1.08892
11889.650      0.00777      -0.63458
11891.275      0.01056      -1.41634
11892.897      0.01595      -1.17023
11894.518      0.00612       0.10386
11896.136     -0.00949      -0.92523
11897.752     -0.00541      -0.60463
11899.365      0.00186       4.04576
11900.976      0.00461      -0.45260
11902.585      0.00634      -2.16243
11904.192     -0.00151      -1.38469
11905.796     -0.00199      -7.20966
11907.398      0.00223       1.25626
11908.997      0.00291       0.58799
11910.595      0.00471       0.81425
11912.190     -0.00135      -3.64867
11913.783     -0.00856      -1.65658
11915.373     -0.00857      -1.33655
11916.961      0.00022      -7.48352
11918.547      0.00730       0.57040
11920.131      0.00757      -0.67425
11921.712     -0.00318       1.15367
11923.291     -0.00006     105.49887
11924.867      0.00697      -2.35585
11926.442     -0.00008      48.56201
11928.014      0.00709      -1.38246
11929.584      0.00159      -1.43194
11931.151     -0.00773      -1.92766
11932.716      0.00575      -0.56436
11934.279      0.02387      -0.46498
11935.840      0.00143       3.75282
11937.398     -0.01265      -0.21504
11938.954      0.00013     -83.50200
11940.507     -0.00390      -1.18194
11942.059     -0.01135      -2.01089
11943.608     -0.00650      -0.64533
11945.155      0.00459      -1.46338
11946.699      0.00836      -0.89103
11948.241      0.00169      -1.78272
11949.781     -0.00538      -2.14957
11951.319     -0.00764      -2.21759
11952.854      0.00257       2.40987
11954.387      0.01376      -0.95507
11955.917      0.00577      -1.23687
11957.446     -0.00462      -0.02330
11958.972     -0.00281       3.92684
11960.496     -0.00134      11.03432
11962.017      0.00023      10.63833
11963.536      0.00354       1.48899
11965.053      0.00795      -0.24174
11966.568     -0.00096       8.06117
11968.080     -0.00226       2.31240
11969.590      0.00083      13.08332
11971.097     -0.00196      -7.11112
11972.603     -0.00115     -12.26456
11974.106      0.00667       0.04899
11975.607      0.00271      -3.90324
11977.105      0.00124     -15.57959
11978.601      0.00322      -3.76767
11980.095      0.00169      -1.70661
11981.587     -0.00616      -1.06665
11983.076      0.00130      -3.82103
11984.563      0.00276      -4.18384
11986.047     -0.00463       0.61494
11987.530     -0.01326      -0.80815
11989.010     -0.00208      -9.20374
11990.488      0.01467       0.82438
11991.963      0.00698       0.22535
11993.436     -0.01016      -0.19461
11994.907     -0.00001     154.80361
11996.376      0.01030      -1.14059
11997.842      0.00867      -0.77549
11999.306      0.00393      -0.55689
12000.767      0.00184       2.17130
12002.227      0.00326      -1.67549
12003.684     -0.00585      -0.90331
12005.139      0.00012      83.09468
12006.591     -0.00038     -14.48336
12008.041      0.00134       0.09709
12009.489      0.00214      -3.69713
12010.935      0.01218      -2.41767
12012.378      0.01194      -1.60100
12013.819     -0.00449      -2.11995
12015.257     -0.00642      -1.96519
12016.694     -0.00711      -0.47475
12018.128     -0.00032      -9.69885
12019.560      0.00481       0.48898
12020.989      0.00661      -0.97431
12022.416      0.00687      -0.69906
12023.841      0.00175      -1.44393
12025.264     -0.00317       3.53460
12026.684      0.00400      -1.69050
12028.102      0.01263      -0.41592
12029.517      0.00468       1.69337
12030.931      0.00134      -4.74031
12032.342      0.00039     -11.41612
12033.751      0.01104      -0.90469
12035.157      0.00556      -0.18313
12036.561     -0.00226       4.02115
12037.963     -0.00501       2.07294
12039.363     -0.00030      20.03523
12040.760     -0.00261      -1.33461
12042.155     -0.01115      -1.00308
12043.547     -0.00892      -0.98532
12044.938      0.00397      -0.22446
12046.326      0.00848      -0.09717
12047.712      0.00351       2.59898
12049.095     -0.00161      -9.57589
12050.476     -0.00298       1.62092
12051.855      0.00344      -3.23490
12053.232      0.00218       2.66788
12054.606      0.00206       2.09691
12055.978      0.00178      -9.09325
12057.347     -0.00488      -1.02645
12058.715      0.00027      34.23457
12060.080     -0.00404      -2.79419
12061.443      0.00604       0.06089
12062.803      0.00946      -1.34762
12064.161     -0.00240       1.18956
12065.517     -0.00314       0.60564
12066.871      0.00118      -9.21193
12068.222      0.00464      -3.76200
12069.571     -0.00238       1.64669
12070.917     -0.00037     -19.47846
12072.262      0.00546      -0.12614
12073.604      0.00526       0.14181
12074.944      0.00781      -0.39990
12076.281     -0.00037      -7.17286
12077.616     -0.00294      -4.65629
12078.949     -0.00092     -17.38729
12080.280      0.00368      -1.93788
12081.608      0.00915      -0.94310
12082.934     -0.00323      -4.11800
12084.257     -0.01413      -1.04188
12085.579     -0.00084      -8.82121
12086.898      0.01011      -0.17449
12088.215     -0.00108      13.51961
12089.529     -0.01001      -0.87593
12090.841     -0.00447      -6.38949
12092.151      0.00425       2.85741
12093.459      0.00794      -0.31913
12094.764      0.00448      -3.81768
12096.067     -0.00443       2.77782
12097.367     -0.00272       1.68624
12098.666      0.00274      -0.13031
12099.962      0.01113      -0.54919
12101.256      0.01081      -0.00079
12102.547     -0.00020     -27.10437
12103.836      0.00377      -2.71965
12105.123      0.00355      -4.62621
12106.408     -0.00250       3.50787
12107.690      0.00176      -0.85777
12108.970      0.00327       0.46920
12110.247      0.00282      -0.20221
12111.523     -0.00625      -2.79464
12112.796     -0.00361      -4.02944
12114.067     -0.00287       2.14751
12115.335     -0.00017      -2.34290
12116.601      0.00648       0.64070
12117.865      0.01144      -0.41187
12119.127      0.01194      -0.95768
12120.386      0.00175      -5.06849
12121.643     -0.00719      -1.11741
12122.897      0.00170      11.36362
12124.150      0.00183       6.21454
12125.400     -0.00069      -2.99316
12126.648      0.00449      -1.11472
12127.893      0.00735      -1.17810
12129.136      0.00449      -3.22828
12130.377      0.00495      -3.51316
12131.616      0.00666      -1.02092
12132.852     -0.00212      -1.23390
12134.086     -0.00851      -0.90445
12135.317     -0.00038       4.14599
12136.547      0.00933       0.60986
12137.774      0.01544       0.03063
12138.999      0.00119       7.82080
12140.221     -0.01364      -0.59624
12141.441     -0.01232      -1.09908
12142.659     -0.00320      -3.79595
12143.875      0.00065      -9.34769
12145.088      0.00408      -1.41066
12146.299      0.00408      -2.10574
12147.507     -0.00284       4.70690
12148.714     -0.00410       1.68394
12149.918     -0.00276      -2.80769
12151.120      0.00156       4.47001
12152.319      0.00582      -0.99171
12153.516      0.00459      -1.43555
12154.711      0.00791      -1.87249
12155.904      0.00800      -1.22678
12157.094      0.00013     113.65949
12158.282     -0.00512      -3.73233
12159.467     -0.00136      -0.69915
12160.651      0.00653      -1.81492
12161.832      0.00248      -5.88071
12163.011      0.00317      -0.44475
12164.187     -0.00367      -3.47966
12165.361     -0.00592       0.11372
12166.533      0.00016     -35.04677
12167.703      0.00228       4.03045
12168.870      0.00323       2.86080
12170.035      0.00408      -2.94355
12171.197      0.00012    -120.86200
12172.358     -0.00641      -1.31047
12173.516     -0.00151      -0.75671
12174.672      0.00028     -10.27160
12175.825     -0.01358      -1.11563
12176.976     -0.00901      -0.49284
12178.125     -0.00200       0.82173
12179.272      0.00834      -1.65272
12180.416      0.01245      -0.49765
12181.558      0.00298       0.09757
12182.697     -0.00164       3.89452
12183.835     -0.00072      -9.96297
12184.970      0.00130       3.62841
12186.103      0.00245      -6.27657
12187.233      0.01041      -2.08529
12188.361      0.00566      -2.58787
12189.487     -0.01113      -0.83034
12190.611     -0.00891      -1.24787
12191.732      0.00122       4.05494
12192.851     -0.00147      -8.43792
12193.967      0.00168       2.05609
12195.082     -0.00280      -2.49635
12196.194     -0.00723      -0.55990
12197.304     -0.00773      -0.33126
12198.411      0.00749      -0.73609
12199.516      0.00905      -0.35229
12200.619     -0.00035     -34.87301
12201.720     -0.00287      -2.53710
12202.818      0.00804      -0.69481
12203.914      0.00786      -0.69972
12205.007      0.00238       0.14391
12206.099      0.00175       3.07302
12207.188     -0.00457      -1.77658
12208.275     -0.00214      -1.06686
12209.359      0.00088      -0.00061
12210.441      0.00233      -5.41934
12211.521     -0.00239       5.12929
12212.599     -0.00510      -0.32664
12213.674     -0.00391      -2.39916
12214.747     -0.00427      -0.98946
12215.817     -0.00231      -0.75383
12216.886      0.00169      -1.78325
12217.952     -0.00257       1.62841
12219.016     -0.00359      -0.66652
12220.077      0.00402       1.24378
12221.136      0.00721      -0.82911
12222.193      0.00118      -8.61012
12223.248      0.00155       1.73829
12224.300      0.00649       0.11515
12225.350      0.00674      -1.30012
12226.397      0.00459      -2.23956
12227.443     -0.00085      -5.54578
12228.486     -0.00519      -3.38782
12229.527      0.00040      47.26115
12230.565      0.00276       1.60543
12231.601      0.01146      -1.20181
12232.635      0.00451      -2.36067
12233.667     -0.00716       0.43138
12234.696     -0.01022       0.09652
12235.723     -0.00306       0.77568
12236.747      0.00095      -6.10599
12237.770     -0.00324       0.94760
12238.790     -0.00564      -0.37007
12239.808     -0.00637      -1.00461
12240.823     -0.00258      -3.90401
12241.836      0.00188       4.40120
12242.847     -0.00251      -0.39653
12243.856      0.00004     -59.84242
12244.862      0.00244      -2.86391
12245.866      0.00504      -0.31058
12246.867      0.00922      -1.26682
12247.867      0.00912      -1.69060
12248.864      0.00891      -0.85145
12249.859      0.00193       6.21402
12250.851     -0.00610      -0.96965
12251.841     -0.00694       0.77055
12252.829      0.00018     -13.89259
12253.815      0.00372       0.65436
12254.798      0.00067       8.43029
12255.779     -0.00046     -12.81397
12256.757      0.00616      -0.29756
12257.734      0.00699      -1.30851
12258.708      0.00311      -0.94003
12259.680      0.00301      -0.50071
12260.649     -0.00316      -1.59277
12261.616     -0.00161       0.69885
12262.581      0.00109      -9.12741
12263.544      0.00052     -12.53219
12264.504      0.00313      -0.28348
12265.462      0.00359       0.30267
12266.417     -0.00434      -2.02681
12267.371     -0.00856      -0.79290
12268.322     -0.00501      -0.66036
12269.271      0.00120      -0.98336
12270.217      0.00754      -0.20247
12271.161      0.00388      -0.84815
12272.103     -0.00152       2.32800
12273.043     -0.00469       0.45675
12273.980     -0.00112      -2.57459
12274.915      0.00210      -0.34207
12275.847      0.00354       1.09663
12276.778      0.00004     114.33850
12277.706      0.00332       2.38508
12278.632      0.00325       0.26531
12279.555     -0.00395       0.53074
12280.476     -0.00593      -0.37014
12281.395     -0.00006     101.42726
12282.312      0.00230       1.40481
12283.226      0.00539       2.45694
12284.138      0.00825       0.88803
12285.047      0.00584      -0.07377
12285.955     -0.00302       2.61754
12286.860     -0.00709      -0.72462
12287.763     -0.00217      -2.57238
12288.663      0.00147      -2.00525
12289.561      0.00119      -8.20921
12290.457      0.00278      -4.29257
12291.351      0.00184       0.61509
12292.242     -0.00185      -4.12966
12293.131     -0.00183      -6.41004
12294.017      0.00383       3.67358
12294.902      0.00869      -0.63733
12295.784      0.00855      -1.67103
12296.664     -0.00030     -11.44067
12297.541     -0.00574      -1.94264
12298.416     -0.00408       0.18398
12299.289      0.00689      -1.07449
12300.160      0.01104      -1.18023
12301.028      0.00810      -1.47526
12301.894      0.00365      -0.03191
12302.757      0.00117       5.14677
12303.619      0.00167       0.96976
12304.478      0.00291       0.88037
12305.335      0.00869      -0.23471
12306.189      0.01247      -0.65882
12307.041      0.00758      -0.83048
12307.891      0.00566      -1.77434
12308.739      0.00265      -2.19973
12309.584      0.00355      -0.89563
12310.427      0.00436      -1.99125
12311.267     -0.00191       4.29884
12312.106     -0.00054      -3.69100
12312.942      0.00364       2.25574
12313.776     -0.00049     -14.46571
12314.607     -0.00169      -4.00988
12315.436      0.00726      -0.84631
12316.263      0.00909      -1.00674
12317.088      0.00383      -0.16957
12317.910      0.00325      -0.69198
12318.730      0.01424      -0.21995
12319.547      0.01510      -0.07910
12320.363      0.00402      -0.18382
12321.176     -0.00100      -4.83257
12321.987      0.00462       0.09905
12322.795      0.00737      -0.60032
12323.601      0.00012      22.82577
12324.405     -0.00321       0.62676
12325.207     -0.00705      -1.16152
12326.006     -0.00406      -0.24778
12326.803      0.00683      -0.65238
12327.597      0.01093      -0.65332
12328.390      0.00462       0.45709
12329.180     -0.00205      -0.70905
12329.968     -0.00225       1.94356
12330.753     -0.00483      -1.62017
12331.536      0.00342       0.75223
12332.317      0.02418      -0.39225
12333.096      0.02958      -0.34909
12333.872      0.02088      -0.22407
12334.646      0.01013      -0.98339
12335.417      0.00937      -1.31896
12336.187      0.00839      -0.46537
12336.954      0.00120       2.87670
12337.719     -0.00453      -2.92237
12338.481     -0.00807      -0.80064
12339.241     -0.00011      62.15119
12339.999      0.00724       0.42075
12340.755      0.00402       4.34138
12341.508     -0.00135      -7.92237
12342.259      0.00294      -0.60929
12343.007      0.00746       0.91562
12343.754      0.00671       0.23263
12344.498      0.01463      -0.99703
12345.240      0.01070      -0.57389
12345.979      0.00897       0.13838
12346.716      0.00523      -0.07750
12347.451      0.00407      -2.37921
12348.184      0.01297      -1.08606
12348.914      0.00892      -0.30438
12349.642      0.00864       0.73005
12350.367      0.01207       1.71456
12351.091      0.01435       2.13687
12351.812      0.01501       1.38411
12352.531      0.01633       0.13296
12353.247      0.00857      -0.67478
12353.961      0.01283      -0.81147
12354.673      0.00847      -1.06249
12355.383     -0.00266      -0.32279
12356.090     -0.00229       0.70995
12356.795     -0.00466      -2.84843
12357.497     -0.00993      -2.49505
12358.198     -0.00432      -1.62442
12358.896      0.00838      -2.82013
12359.592      0.01315      -2.19232
12360.285      0.00860      -2.66926
12360.976      0.00052      -6.50152
12361.665     -0.00107      -9.16063
12362.352      0.00173       6.08595
12363.036      0.00572      -1.11261
12363.718      0.01181      -0.85071
12364.397      0.00427      -0.12530
12365.075     -0.00032      -2.76319
12365.750      0.01003       0.03352
12366.423      0.01169      -0.27405
12367.093      0.00621       0.17277
12367.761      0.01591       0.00893
12368.427      0.01011      -0.38311
12369.091      0.00108      10.82841
12369.752     -0.00363      -7.16390
12370.411      0.00092      -0.52178
12371.067      0.00768      -1.75912
12371.722      0.01107       0.02123
12372.374      0.00974       0.98831
12373.024      0.00207      -0.27887
12373.671     -0.00061       8.55317
12374.316      0.00734      -0.24473
12374.959      0.01103      -0.14778
12375.600      0.00511      -2.57191
12376.238      0.00609      -2.93870
12376.874      0.00565      -0.87670
12377.507      0.00611       0.94086
12378.139      0.00098      20.52560
12378.768     -0.00251      -9.00824
12379.395      0.00420       1.62305
12380.019      0.01098      -0.22653
12380.641      0.01326      -0.77798
12381.261      0.01017      -1.26302
12381.879      0.01102      -0.94425
12382.494      0.00874      -1.73285
12383.107      0.01012      -1.91185
12383.717      0.01722      -0.59161
12384.326      0.01772      -0.01715
12384.932      0.01494      -0.62002
12385.536      0.01043       0.45657
12386.137     -0.00101     -30.12987
12386.736     -0.00479      -4.82200
12387.333     -0.00269       0.98523
12387.928      0.00271      -5.68684
12388.520      0.00291      -2.52266
12389.110      0.00839       0.48409
12389.697      0.01674      -0.07942
12390.283      0.01193      -1.57889
12390.866      0.00669      -3.07721
12391.447     -0.00122       6.15772
12392.025     -0.00543      -0.54166
12392.601     -0.00202      -6.06276
12393.175      0.00351       4.75340
12393.747      0.00335       2.63103
12394.316      0.00777       0.42110
12394.883      0.01874      -0.65684
12395.447      0.02357      -1.05233
12396.010      0.01393      -1.12699
12396.570      0.00434      -2.02317
12397.128      0.00175      -2.17040
12397.683      0.00695       0.85254
12398.236      0.01492      -0.10437
12398.787      0.01141      -0.26762
12399.336      0.01169       0.21690
12399.882      0.01653       1.08533
12400.426      0.01117       1.41817
12400.967      0.00110      19.27829
12401.507     -0.00817      -2.37153
12402.044     -0.00429       0.99517
12402.579      0.00711      -2.99549
12403.111      0.01301      -1.20131
12403.641      0.01888      -1.04976
12404.169      0.03075      -0.90410
12404.695      0.02803      -1.18983
12405.218      0.00049     -19.04296
12405.739     -0.00320      -2.49587
12406.257     -0.00022     -47.13244
12406.774     -0.00510      -2.41505
12407.288     -0.00132      -7.04485
12407.800      0.01085      -0.37398
12408.309      0.02072      -0.03011
12408.816      0.02378       0.21469
12409.321      0.02090       0.42822
12409.824      0.01085      -0.15618
12410.324      0.00173       3.55450
12410.822     -0.00086     -20.29435
12411.317      0.00672       1.81029
12411.811      0.01405       0.07693
12412.302      0.00784      -1.06860
12412.791      0.00204      -2.79945
12413.277      0.01214      -1.42547
12413.761      0.02611      -1.71690
12414.243      0.03575      -1.19165
12414.723      0.02956      -0.55007
12415.200      0.02481      -0.69032
12415.675      0.03350      -0.83066
12416.147      0.03023      -0.46576
12416.618      0.02791      -0.27466
12417.086      0.03044      -0.34116
12417.552      0.02326       0.47028
12418.015      0.02770       0.54041
12418.476      0.02898       0.66594
12418.935      0.01156       2.14032
12419.392      0.00926       1.68990
12419.846      0.03007      -0.29527
12420.298      0.04273      -0.92567
12420.747      0.04128      -1.09551
12421.195      0.05023      -0.74916
12421.640      0.04861      -0.56684
12422.083      0.03811      -0.43805
12422.523      0.02735       0.48684
12422.961      0.02163       0.78267
12423.397      0.02463       0.32050
12423.831      0.03173      -0.08088
12424.262      0.03768      -0.06913
12424.691      0.05743      -0.15185
12425.117      0.07001      -0.30526
12425.542      0.05880      -0.19719
12425.964      0.03737       0.10639
12426.384      0.02729       0.18461
12426.801      0.03477      -0.61690
12427.216      0.05708      -0.61740
12427.629      0.07957      -0.37442
12428.040      0.06406      -0.15759
12428.448      0.05096      -0.34783
12428.854      0.05750      -0.55191
12429.257      0.05057      -0.23861
12429.659      0.04155       0.11140
12430.058      0.04568      -0.41610
12430.455      0.04633      -0.39674
12430.849      0.05329      -0.07811
12431.241      0.06182      -0.10429
12431.631      0.07340      -0.22930
12432.019      0.08490      -0.38207
12432.404      0.07697      -0.28457
12432.787      0.05521       0.08384
12433.167      0.05437       0.36749
12433.546      0.07174       0.19242
12433.922      0.10139       0.14551
12434.296      0.11020       0.44161
12434.667      0.09039       0.29789
12435.036      0.10415      -0.61022
12435.403      0.12442      -0.64950
12435.768      0.11848      -0.51318
12436.130      0.09493      -0.32910
12436.490      0.09114      -0.54631
12436.847      0.09636      -0.64617
12437.203      0.08932      -0.20108
