# eBE(cm-1)  int. (rel. X0)  beta
11753.831      0.00009    -108.50945
11757.596     -0.00077       2.73502
11761.351     -0.00192      -0.21854
11765.096      0.00027      -7.50039
11768.831      0.00160       0.71232
11772.556     -0.00174      -1.65444
11776.271      0.00148      -2.40015
11779.976      0.00560      -1.12048
11783.671      0.00239      -0.72350
11787.356     -0.00174      -3.97053
11791.031      0.00064       0.73524
11794.696      0.00060      -6.48633
11798.351      0.00000    -1356.34955
11801.996      0.00063     -10.01361
11805.631     -0.00036       0.91736
11809.256      0.00350      -0.06669
11812.871      0.00469      -1.20277
11816.476     -0.00045      -9.04421
11820.071      0.00014      76.94017
11823.656      0.00048      19.59896
11827.231     -0.00111      -0.52447
11830.796     -0.00467      -0.16849
11834.351     -0.00350      -1.37990
11837.896      0.00367      -1.12546
11841.431      0.00746      -1.11110
11844.956      0.00365       0.04320
11848.471      0.00136       1.00869
11851.976      0.00082      -0.83857
11855.471      0.00237       1.24633
11858.956     -0.00000    -1720.94278
11862.431     -0.00199      -4.72965
11865.896     -0.00219      -3.39670
11869.351      0.00041       6.54524
11872.796      0.00572      -0.82810
11876.231      0.00366      -2.40596
11879.656      0.00406      -2.11586
11883.071      0.00295      -1.11145
11886.476      0.00277       0.07021
11889.871      0.00231       0.87947
11893.256     -0.00070      -2.10186
11896.631     -0.00520      -0.40189
11899.996     -0.00379      -0.89009
11903.351      0.00007      81.72431
11906.696      0.00137       3.21591
11910.031      0.00409      -0.05400
11913.356      0.00298      -1.97908
11916.671      0.00075      -9.55910
11919.976      0.00137      -2.74076
11923.271      0.00165      -0.37474
11926.556      0.00050       4.64829
11929.831      0.00126       2.91743
11933.096      0.00105      -2.40924
11936.351      0.00154      -5.81439
11939.596     -0.00018      30.48728
11942.831     -0.00153       1.03697
11946.056     -0.00321      -2.10280
11949.271      0.00078      10.01225
11952.476      0.00218       0.89568
11955.671      0.00485      -0.49795
11958.856      0.00501      -0.61577
11962.031      0.00146       3.19945
11965.196      0.00116       2.30753
11968.351      0.00494      -1.32004
11971.496      0.00626      -1.64825
11974.631      0.00048      -8.01356
11977.756     -0.00304      -1.23482
11980.871      0.00102       2.43279
11983.976      0.00458      -1.69141
11987.071      0.00556      -1.55541
11990.156      0.00661      -0.94894
11993.231      0.00516      -1.11522
11996.296      0.00397      -0.97404
11999.351      0.00173      -3.02151
12002.396     -0.00300       0.70018
12005.431     -0.00467      -0.77341
12008.456     -0.00099      -1.63485
12011.471      0.00222       1.89259
12014.476      0.00094       6.43019
12017.471      0.00098      -0.23199
12020.456      0.00075      -4.34904
12023.431     -0.00182      -0.45255
12026.396      0.00122       1.82374
12029.351      0.00190      -0.55196
12032.296      0.00194      -3.08745
12035.231      0.00304      -2.52260
12038.156      0.00331      -1.19236
12041.071      0.00212       1.52567
12043.976      0.00284       2.07562
12046.871      0.00248       1.39229
12049.756     -0.00209      -2.15566
12052.631     -0.00308      -2.32458
12055.496     -0.00043     -17.79497
12058.351     -0.00044     -21.32931
12061.196      0.00153       1.01122
12064.031      0.00318      -2.35440
12066.856      0.00394      -2.16935
12069.671      0.00555      -0.75551
12072.476      0.00655      -1.10962
12075.271      0.00062      -9.53278
12078.056     -0.00028      -6.91964
12080.831      0.00072       6.81396
12083.596      0.00090       2.31552
12086.351      0.00231      -0.20031
12089.096      0.00601      -0.59309
12091.831      0.00381       0.90710
12094.556      0.00211       3.98389
12097.271      0.00291       0.07422
12099.976      0.00436      -2.08049
12102.671      0.00284      -2.63734
12105.356      0.00033       8.33665
12108.031      0.00379       1.13532
12110.696      0.00090       2.93680
12113.351     -0.00492      -1.32788
12115.996     -0.00201      -1.29838
12118.631      0.00110      -3.43354
12121.256     -0.00105       4.15253
12123.871      0.00069      -5.68981
12126.476      0.00525      -1.49259
12129.071      0.00393      -0.99502
12131.656      0.00264       0.59635
12134.231      0.00264       0.93155
12136.796      0.00127       0.88968
12139.351     -0.00183      -1.26016
12141.896      0.00093       0.10447
12144.431      0.00040      -6.10228
12146.956     -0.00270       0.06710
12149.471     -0.00346       0.03859
12151.976     -0.00416      -0.33266
12154.471      0.00200      -2.36727
12156.956      0.00485      -0.98488
12159.431      0.00202      -0.99286
12161.896      0.00009     -46.91312
12164.351     -0.00046      11.47013
12166.796     -0.00064      -0.61265
12169.231     -0.00190      -2.40111
12171.656     -0.00138      -3.01525
12174.071     -0.00024     -23.37571
12176.476      0.00169       2.56641
12178.871      0.00291       1.10911
12181.256      0.00392       0.32418
12183.631      0.00062       1.48085
12185.996     -0.00101       0.66009
12188.351     -0.00242       0.78372
12190.696     -0.00153       1.49263
12193.031     -0.00163      -1.17837
12195.356     -0.00237      -0.33693
12197.671     -0.00042      -1.52029
12199.976      0.00368      -1.15978
12202.271      0.00426      -1.20116
12204.556      0.00436      -0.26464
12206.831      0.00320       1.76231
12209.096      0.00093       7.88873
12211.351      0.00158      -2.44765
12213.596     -0.00100       6.99831
12215.831     -0.00515       0.16069
12218.056     -0.00485      -0.19042
12220.271     -0.00396      -1.35182
12222.476     -0.00221      -2.40130
12224.671      0.00210      -2.67149
12226.856      0.00541      -1.72598
12229.031      0.00638      -0.46396
12231.196      0.00359       0.01751
12233.351     -0.00093      -0.64000
12235.496      0.00091      -0.96007
12237.631      0.00469      -0.65973
12239.756      0.00454      -0.18620
12241.871      0.00123       0.07546
12243.976      0.00049      -9.05230
12246.071      0.00063      -3.46288
12248.156     -0.00049      -9.98088
12250.231     -0.00250      -1.61174
12252.296     -0.00081       2.55258
12254.351     -0.00022      16.98233
12256.396     -0.00121       0.34232
12258.431      0.00007      65.72420
12260.456      0.00254       2.30078
12262.471      0.00155       0.94010
12264.476     -0.00012       3.64937
12266.471      0.00205       0.71345
12268.456      0.00399       0.98979
12270.431      0.00137       1.98040
12272.396     -0.00124      -1.75586
12274.351      0.00005     -25.01615
12276.296      0.00017       9.17087
12278.231      0.00176       2.09690
12280.156      0.00444       0.04114
12282.071      0.00312      -1.36852
12283.976      0.00230      -1.08450
12285.871      0.00600      -0.67261
12287.756      0.00655      -0.70876
12289.631      0.00474      -0.03977
12291.496      0.00748      -0.30634
12293.351      0.01004      -0.81464
12295.196      0.00616      -1.12374
12297.031      0.00189      -2.81448
12298.856      0.00295      -0.59969
12300.671      0.00227       1.05029
12302.476      0.00385      -0.14604
12304.271      0.00759      -0.40933
12306.056      0.01089      -0.16344
12307.831      0.00962      -0.02062
12309.596      0.00448       0.55890
12311.351      0.00002     -26.56748
12313.096     -0.00192      -0.02797
12314.831      0.00205       0.24644
12316.556      0.00431      -0.33254
12318.271      0.00407      -0.60847
12319.976      0.01086      -0.34085
12321.671      0.01816      -0.23724
12323.356      0.01630      -0.19835
12325.031      0.00884      -0.19540
12326.696      0.00351       0.11209
12328.351      0.00166       2.33387
12329.996      0.00354       1.32585
12331.631      0.00521       0.56948
12333.256      0.00793      -0.07606
12334.871      0.00905      -0.56797
12336.476      0.01033      -0.48615
12338.071      0.01132      -0.02452
12339.656      0.01502       0.46401
12341.231      0.01529       0.96227
12342.796      0.01388       0.73117
12344.351      0.01160      -0.08355
12345.896      0.00443       0.14050
12347.431      0.00097       3.17786
12348.956      0.00205      -1.28600
12350.471      0.00375      -2.65985
12351.976      0.00481      -2.36157
12353.471      0.00460      -0.85181
12354.956      0.00751      -0.71038
12356.431      0.00756      -0.27255
12357.896      0.00828       0.28080
12359.351      0.00906       0.62235
12360.796      0.00900       0.72368
12362.231      0.00741       0.66008
12363.656      0.00768      -0.25225
12365.071      0.00622      -0.27372
12366.476      0.00530      -0.15769
12367.871      0.00658      -0.23537
12369.256      0.00648       0.18864
12370.631      0.00506       0.80165
12371.996      0.00790      -0.33950
12373.351      0.01180      -0.58823
12374.696      0.01305      -0.81176
12376.031      0.01302      -0.85340
12377.356      0.01591      -0.45055
12378.671      0.01285       0.29268
12379.976      0.00476       1.93530
12381.271      0.00294       0.41386
12382.556      0.00505      -0.89671
12383.831      0.00782      -0.92610
12385.096      0.00645      -0.46850
12386.351      0.00395       0.54980
12387.596      0.00842      -0.05920
12388.831      0.01477      -0.34841
12390.056      0.01496      -0.57338
12391.271      0.01291      -0.66220
12392.476      0.01158      -0.00916
12393.671      0.01078       0.68933
12394.856      0.00968       0.98916
12396.031      0.00668       0.82948
12397.196      0.00931      -0.57064
12398.351      0.01447      -0.92770
12399.496      0.01442      -1.09388
12400.631      0.01074      -0.64793
12401.756      0.00983       0.01288
12402.871      0.01184       0.32986
12403.976      0.01352       0.41045
12405.071      0.01322       0.46192
12406.156      0.01157       0.24081
12407.231      0.01229      -0.38967
12408.296      0.01576      -0.89813
12409.351      0.02384      -0.92200
12410.396      0.03245      -0.79421
12411.431      0.03474      -0.63103
12412.456      0.03584      -0.31364
12413.471      0.03469       0.00011
12414.476      0.03314       0.17979
12415.471      0.03515      -0.02456
12416.456      0.04271      -0.40730
12417.431      0.04567      -0.51058
12418.396      0.04463      -0.31981
12419.351      0.04417      -0.11573
12420.296      0.04999      -0.07821
12421.231      0.05789      -0.18837
12422.156      0.05868      -0.25750
12423.071      0.05790      -0.22458
12423.976      0.06931      -0.36377
12424.871      0.07164      -0.37488
12425.756      0.06771      -0.25808
12426.631      0.06410      -0.15645
12427.496      0.06715      -0.11594
12428.351      0.07687      -0.09848
12429.196      0.08658      -0.12237
12430.031      0.09449      -0.08781
12430.856      0.10413      -0.02742
12431.671      0.11737      -0.10041
12432.476      0.12696      -0.22274
12433.271      0.12945      -0.30374
12434.056      0.12773      -0.32379
12434.831      0.13789      -0.27069
12435.596      0.15197      -0.17019
12436.351      0.17032      -0.14469
12437.096      0.18999      -0.16856
12437.831      0.21103      -0.21321
12438.556      0.21017      -0.22719
12439.271      0.19914      -0.30770
12439.976      0.19443      -0.40492
12440.671      0.19525      -0.52131
12441.356      0.20928      -0.60070
12442.031      0.22521      -0.56972
12442.696      0.24142      -0.52798
12443.351      0.24638      -0.48981
12443.996      0.24393      -0.44632
12444.631      0.24385      -0.46501
12445.256      0.24253      -0.52131
12445.871      0.24290      -0.48368
12446.476      0.25497      -0.47701
12447.071      0.27711      -0.50907
12447.656      0.30140      -0.50720
12448.231      0.32083      -0.45613
12448.796      0.34136      -0.40403
12449.351      0.38453      -0.36647
12449.896      0.43299      -0.29633
12450.431      0.48099      -0.22001
12450.956      0.53559      -0.14369
12451.471      0.60760      -0.09538
12451.976      0.71950      -0.06031
12452.471      0.85246      -0.02363
12452.956      0.96653       0.00237
12453.431      1.00000      -0.00427
12453.896      0.92307      -0.01954
12454.351      0.78213      -0.04831
12454.796      0.62845      -0.08977
12455.231      0.50376      -0.17803
12455.656      0.42571      -0.30841
12456.071      0.37678      -0.40781
12456.476      0.34528      -0.45170
12456.871      0.30994      -0.41650
12457.256      0.26378      -0.34642
12457.631      0.22572      -0.30174
12457.996      0.21420      -0.30662
12458.351      0.21577      -0.33965
12458.696      0.21836      -0.44843
12459.031      0.21063      -0.57153
12459.356      0.19745      -0.64694
12459.671      0.18078      -0.66284
12459.976      0.17003      -0.65652
12460.271      0.17322      -0.66621
12460.556      0.17007      -0.65443
12460.831      0.15479      -0.62070
12461.096      0.13627      -0.56098
12461.351      0.12612      -0.57543
12461.596      0.11946      -0.67990
12461.831      0.11138      -0.81553
12462.056      0.09925      -0.97869
12462.271      0.07275      -1.08101
12462.476      0.04896      -1.25850
12462.671      0.02995      -1.42576
12462.856      0.02188      -1.37291
12463.031      0.01946      -1.57049
12463.196      0.02199      -1.26678
12463.351      0.02073      -0.84234
12463.496      0.01331      -0.10065
12463.631      0.01142       2.04381
12463.756      0.01694       2.49956
12463.871      0.02218       2.61397
12463.976      0.02482       3.42564
12464.071      0.02485       4.47896
12464.156      0.03000       4.08940
12464.231      0.03730       3.36239
12464.296      0.04442       2.62654
12464.351      0.04748       2.04890
12464.396      0.04218       1.72817
12464.431      0.03030       1.56906
12464.456      0.01669       1.47184
12464.471      0.00536       1.28631
12464.476      0.00000       1.52602
