11801.754   17.97
11806.898   19.9
11812.037   19.82
11817.185   23.74
11820.643   37.69
11824.658   45.63
11829.217   41.56
11834.936   45.48
11839.5   43.41
11844.086   51.34
11848.074   47.28
11853.784   47.19
11858.352   47.12
11862.915   45.06
11868.616   40.97
11873.755   40.89
11878.332   44.83
11884.033   40.74
11889.181   44.66
11893.768   52.59
11898.345   56.52
11902.351   60.46
11907.481   56.39
11911.501   66.33
11915.475   56.27
11918.91   60.22
11922.925   68.16
11927.479   62.09
11931.481   64.03
11935.496   71.97
11940.626   67.89
11945.19   65.82
11949.762   67.75
11952.645   79.71
11956.66   87.65
11959.478   71.61
11964.051   73.54
11968.596   63.47
11973.169   65.4
11975.498   85.37
11978.358   87.32
11981.793   91.27
11986.338   81.2
11990.906   81.14
11996.045   81.06
12000.613   80.99
12004.633   90.93
12007.52   104.89
12012.641   96.81
12017.204   94.74
12018.963   114.72
12020.644   100.69
12024.047   90.64
12027.464   86.59
12030.899   90.54
12034.896   90.48
12037.783   104.43
12038.971   124.42
12041.789   108.37
12045.202   102.32
12050.345   104.24
12052.588   86.21
12056.019   88.16
12059.436   84.11
12061.751   98.07
12064.017   90.04
12065.771   108.01
12070.906   105.94
12075.469   103.87
12079.485   111.81
12082.367   123.76
12082.984   143.76
12084.148   153.74
12084.199   175.74
12085.258   139.72
12087.547   141.69
12090.375   129.64
12093.773   117.59
12097.775   119.53
12102.352   123.46
12106.367   131.4
12110.364   131.34
12114.923   127.28
12117.801   137.23
12121.793   135.17
12124.662   141.13
12129.792   137.05
12132.113   153.02
12132.798   203.01
12133.88   176.99
12136.123   158.96
12138.942   142.92
12144.094   148.84
12148.073   140.78
12151.476   130.73
12153.806   150.69
12157.264   164.64
12160.133   170.6
12164.696   168.53
12168.136   174.48
12171.571   178.43
12175.568   178.37
12179.579   184.31
12184.142   182.24
12186.463   198.2
12188.208   212.18
12192.196   208.12
12193.899   204.09
12197.344   212.04
12200.756   205.99
12204.187   207.94
12207.055   213.89
12209.358   221.86
12212.249   237.82
12215.072   223.77
12219.078   227.71
12220.746   207.69
12223.066   223.65
12224.254   243.64
12225.981   249.61
12227.671   239.58
12229.978   249.55
12231.663   237.53
12233.372   235.5
12236.259   249.46
12239.127   255.41
12241.434   265.38
12244.878   273.33
12246.057   289.31
12247.245   309.29
12247.861   329.28
12248.98   319.27
12250.077   299.25
12252.932   299.21
12255.184   285.17
12258.053   291.13
12258.171   295.61
12259.254   317.11
12261.506   303.08
12264.9   289.03
12267.202   296.99
12268.938   306.97
12270.08   306.95
12271.263   324.93
12271.88   344.92
12272.99   330.91
12273.036   330.2
12273.141   396.9
12273.515   310.9
12275.242   316.87
12275.854   334.86
12278.179   352.83
12279.298   342.81
12280.404   326.79
12282.692   328.76
12286.667   318.7
12289.544   328.66
12292.984   334.61
12294.738   352.58
12297.593   352.54
12299.325   360.51
12299.941   380.5
12301.165   416.48
12301.691   396.47
12303.358   376.45
12304.532   390.43
12305.793   442.41
12306.25   392.41
12306.775   372.4
12307.88   356.38
12309.557   340.36
12311.238   326.33
12311.855   346.32
12312.471   366.31
12313.088   417.83
12313.134   423.06
12313.179   426.3
12313.796   446.29
12313.842   466.29
12314.851   658.28
12315.724   540.26
12316.249   520.26
12316.729   480.25
12316.774   500.25
12317.208   459.18
12317.254   460.24
12318.908   434.22
12320.561   408.19
12322.809   392.16
12326.801   390.1
12327.413   408.09
12329.341   502.06
12329.455   552.06
12330.46   492.04
12330.985   462.44
12331.515   454.03
12336.024   427.96
12337.294   483.94
12338.861   419.92
12341.062   383.88
12343.538   467.85
12344.639   449.83
12344.799   519.83
12345.164   429.82
12346.887   433.8
12348.581   425.77
12349.111   407.76
12350.76   379.74
12351.948   399.72
12352.565   419.71
12353.748   437.69
12354.474   505.68
12355.968   409.66
12357.156   429.64
12358.727   617.62
12360.76   507.59
12361.943   525.57
12362.559   545.56
12363.715   551.54
12365.314   501.52
12366.41   481.5
12368.653   463.47
12369.781   457.45
12372.093   469.42
12372.71   489.41
12373.879   501.39
12376.757   511.35
12377.922   521.33
12380.745   507.29
12383.422   679.25
12383.956   663.24
12384.002   714.9
12384.038   699.24
12384.39   603.23
12384.417   635.19
12384.436   623.4
12384.481   643.23
12384.824   543.23
12384.87   587.44
12384.915   583.23
12386.345   459.2
12388.012   439.18
12390.333   455.15
12391.521   475.13
12392.137   495.12
12392.754   515.11
12394.147   625.09
12395.248   607.07
12395.773   587.06
12396.253   568.52
12396.299   567.06
12398.359   469.02
12399.455   449.01
12400.638   466.99
12401.255   486.98
12401.301   506.98
12401.917   526.97
12402.534   546.96
12403.146   564.95
12406.371   476.9
12408.619   460.87
12412.47   396.81
12413.657   416.8
12414.269   434.79
12416.037   458.76
12418.878   452.72
12421.121   434.68
12423.405   434.65
12425.223   480.62
12425.269   483.17
12425.886   520.61
12426.502   540.6
12430.093   612.55
12431.194   594.53
12434.602   586.48
12436.886   586.45
12437.365   556.01
12437.411   566.44
12439.631   538.41
12441.262   502.38
12442.413   506.36
12443.541   750.35
12444.802   552.33
12444.848   541.88
12445.282   512.32
12445.327   532.32
12445.807   492.31
12446.332   472.31
12446.857   452.3
12449.11   438.26
