
 1.2200000000000000E+004	 1.0729745472661301E-009
 1.2200400200100050E+004	 1.1828959658990436E-009
 1.2200800400200100E+004	 1.1088646223891263E-009
 1.2201200600300150E+004	 9.5843704004329908E-010
 1.2201600800400200E+004	 9.7809673133238621E-010
 1.2202001000500250E+004	 1.1679290378435513E-009
 1.2202401200600299E+004	 1.2782159259603762E-009
 1.2202801400700349E+004	 1.1897001427055123E-009
 1.2203201600800399E+004	 1.0186758018823040E-009
 1.2203601800900449E+004	 1.0272596928761896E-009
 1.2204002001000499E+004	 1.2153559275460627E-009
 1.2204402201100549E+004	 1.3194784055044696E-009
 1.2204802401200599E+004	 1.2176147868169252E-009
 1.2205202601300649E+004	 1.0238755664578146E-009
 1.2205602801400699E+004	 9.6829993918466937E-010
 1.2206003001500749E+004	 1.0014398144032975E-009
 1.2206403201600799E+004	 9.5300793085628319E-010
 1.2206803401700849E+004	 9.4962076028622574E-010
 1.2207203601800898E+004	 1.0004049346377641E-009
 1.2207603801900948E+004	 1.0269053315824927E-009
 1.2208004002000998E+004	 1.3790933067103628E-009
 1.2208404202101048E+004	 2.4923404507275862E-009
 1.2208804402201098E+004	 4.4525458213428234E-009
 1.2209204602301148E+004	 6.8287068504139017E-009
 1.2209604802401198E+004	 8.8184422345282015E-009
 1.2210005002501248E+004	 1.0012810107761855E-008
 1.2210405202601298E+004	 1.0473890571738076E-008
 1.2210805402701348E+004	 1.0353618805403578E-008
 1.2211205602801398E+004	 9.9623086750119218E-009
 1.2211605802901448E+004	 9.6118996916492608E-009
 1.2212006003001497E+004	 9.4198297221104133E-009
 1.2212406203101547E+004	 9.1647204376962351E-009
 1.2212806403201597E+004	 8.4273252962011741E-009
 1.2213206603301647E+004	 7.4251978587235118E-009
 1.2213606803401697E+004	 6.7542228017145679E-009
 1.2214007003501747E+004	 6.4008137667162869E-009
 1.2214407203601797E+004	 6.0502335315335225E-009
 1.2214807403701847E+004	 5.6990953542280494E-009
 1.2215207603801897E+004	 5.3403591612558210E-009
 1.2215607803901947E+004	 4.8857739517285624E-009
 1.2216008004001997E+004	 4.4402539429630714E-009
 1.2216408204102047E+004	 4.0264418411714469E-009
 1.2216808404202096E+004	 3.5616031572503327E-009
 1.2217208604302146E+004	 3.1358539035964507E-009
 1.2217608804402196E+004	 2.7695938572483746E-009
 1.2218009004502246E+004	 2.3749678219812935E-009
 1.2218409204602296E+004	 2.0227338163831128E-009
 1.2218809404702346E+004	 1.7817793271812774E-009
 1.2219209604802396E+004	 1.6171350861157355E-009
 1.2219609804902446E+004	 1.5190802356850445E-009
 1.2220010005002496E+004	 1.4347948258087608E-009
 1.2220410205102546E+004	 1.3188919630677718E-009
 1.2220810405202596E+004	 1.2362866058511229E-009
 1.2221210605302645E+004	 1.1558052887924874E-009
 1.2221610805402695E+004	 1.0400115235210506E-009
 1.2222011005502745E+004	 1.0083006248371862E-009
 1.2222411205602795E+004	 1.0402002451482818E-009
 1.2222811405702845E+004	 9.9407427358550211E-010
 1.2223211605802895E+004	 9.0056075218635041E-010
 1.2223611805902945E+004	 8.3588995101428502E-010
 1.2224012006002995E+004	 7.8084418178177524E-010
 1.2224412206103045E+004	 7.2270437313397447E-010
 1.2224812406203095E+004	 6.7239671600965109E-010
 1.2225212606303145E+004	 6.2095570147051368E-010
 1.2225612806403195E+004	 5.5603060952173122E-010
 1.2226013006503244E+004	 4.8703553818445435E-010
 1.2226413206603294E+004	 4.4984929839495816E-010
 1.2226813406703344E+004	 4.5853780255976373E-010
 1.2227213606803394E+004	 4.7400925685066110E-010
 1.2227613806903444E+004	 5.0594387552778921E-010
 1.2228014007003494E+004	 6.8426067948019940E-010
 1.2228414207103544E+004	 1.1703066289362128E-009
 1.2228814407203594E+004	 2.0443766441106805E-009
 1.2229214607303644E+004	 3.3050573502058573E-009
 1.2229614807403694E+004	 4.8727497433959824E-009
 1.2230015007503744E+004	 6.4957878885183262E-009
 1.2230415207603794E+004	 7.9150156926635897E-009
 1.2230815407703843E+004	 9.2228497569606919E-009
 1.2231215607803893E+004	 1.0581899650506763E-008
 1.2231615807903943E+004	 1.1781758166755548E-008
 1.2232016008003993E+004	 1.2320342896925565E-008
 1.2232416208104043E+004	 1.1969157585487414E-008
 1.2232816408204093E+004	 1.1369662267518548E-008
 1.2233216608304143E+004	 1.1152347617372343E-008
 1.2233616808404193E+004	 1.1209829906518636E-008
 1.2234017008504243E+004	 1.1297018362214751E-008
 1.2234417208604293E+004	 1.1353709255609869E-008
 1.2234817408704343E+004	 1.1362902617146476E-008
 1.2235217608804393E+004	 1.1294715918623545E-008
 1.2235617808904442E+004	 1.1081748020852567E-008
 1.2236018009004492E+004	 1.0589721910895562E-008
 1.2236418209104542E+004	 9.7940974998347520E-009
 1.2236818409204592E+004	 8.9869827385732476E-009
 1.2237218609304642E+004	 8.4205042894770621E-009
 1.2237618809404692E+004	 8.0776127326299824E-009
 1.2238019009504742E+004	 7.9764185694889873E-009
 1.2238419209604792E+004	 8.0018744828073843E-009
 1.2238819409704842E+004	 7.8911658696515367E-009
 1.2239219609804892E+004	 7.4540035918389513E-009
 1.2239619809904942E+004	 6.5341752541797325E-009
 1.2240020010004991E+004	 5.3043895706854487E-009
 1.2240420210105041E+004	 4.2475785764738724E-009
 1.2240820410205091E+004	 3.5776501345064865E-009
 1.2241220610305141E+004	 3.1599386103059794E-009
 1.2241620810405191E+004	 2.8848573407330012E-009
 1.2242021010505241E+004	 2.6911990808400776E-009
 1.2242421210605291E+004	 2.5901306625922832E-009
 1.2242821410705341E+004	 2.5503819986896258E-009
 1.2243221610805391E+004	 2.3700187486068856E-009
 1.2243621810905441E+004	 2.0813637788311531E-009
 1.2244022011005491E+004	 1.9467859192688684E-009
 1.2244422211105541E+004	 2.0328860848094993E-009
 1.2244822411205590E+004	 2.2367426532291976E-009
 1.2245222611305640E+004	 2.4936392033510495E-009
 1.2245622811405690E+004	 2.7427330906399264E-009
 1.2246023011505740E+004	 3.0139287936458394E-009
 1.2246423211605790E+004	 3.3887840696994333E-009
 1.2246823411705840E+004	 3.8301477354696984E-009
 1.2247223611805890E+004	 4.2527042268422955E-009
 1.2247623811905940E+004	 4.6887044998635929E-009
 1.2248024012005990E+004	 5.3029985985714301E-009
 1.2248424212106040E+004	 6.0818197882461481E-009
 1.2248824412206090E+004	 6.9225720471816205E-009
 1.2249224612306140E+004	 7.8827231071063562E-009
 1.2249624812406189E+004	 8.8648886389633447E-009
 1.2250025012506239E+004	 9.4363437553296889E-009
 1.2250425212606289E+004	 9.4450556793277961E-009
 1.2250825412706339E+004	 9.5685027265006432E-009
 1.2251225612806389E+004	 1.0129944754415537E-008
 1.2251625812906439E+004	 1.0334835962726160E-008
 1.2252026013006489E+004	 9.3865029805701283E-009
 1.2252426213106539E+004	 7.2897774682014382E-009
 1.2252826413206589E+004	 5.0098464297365099E-009
