
 1.2200000000000000E+004	 2.8235274292281014E-010
 1.2200400200100050E+004	 2.8324603215552998E-010
 1.2200800400200100E+004	 2.8343053038147156E-010
 1.2201200600300150E+004	 2.8297549080482963E-010
 1.2201600800400200E+004	 2.8199007079532643E-010
 1.2202001000500250E+004	 2.8048161499289659E-010
 1.2202401200600299E+004	 2.7833786712796074E-010
 1.2202801400700349E+004	 2.7543642728675459E-010
 1.2203201600800399E+004	 2.7170780402820622E-010
 1.2203601800900449E+004	 2.6705038797915170E-010
 1.2204002001000499E+004	 2.6123139403523180E-010
 1.2204402201100549E+004	 2.5399775420259570E-010
 1.2204802401200599E+004	 2.4543973876070939E-010
 1.2205202601300649E+004	 2.3641788801697071E-010
 1.2205602801400699E+004	 2.2885858778790351E-010
 1.2206003001500749E+004	 2.2593009559178957E-010
 1.2206403201600799E+004	 2.3224465565705675E-010
 1.2206803401700849E+004	 2.5408329678443627E-010
 1.2207203601800898E+004	 2.9931853964012641E-010
 1.2207603801900948E+004	 3.7655042189115203E-010
 1.2208004002000998E+004	 4.9322395926789433E-010
 1.2208404202101048E+004	 6.5309879076763430E-010
 1.2208804402201098E+004	 8.5402799417421718E-010
 1.2209204602301148E+004	 1.0871387315520857E-009
 1.2209604802401198E+004	 1.3380014363542072E-009
 1.2210005002501248E+004	 1.5894521538520575E-009
 1.2210405202601298E+004	 1.8249327063376306E-009
 1.2210805402701348E+004	 2.0310510775944229E-009
 1.2211205602801398E+004	 2.1986665424200448E-009
 1.2211605802901448E+004	 2.3227581143235990E-009
 1.2212006003001497E+004	 2.4019273406035184E-009
 1.2212406203101547E+004	 2.4381625626731549E-009
 1.2212806403201597E+004	 2.4367095021184540E-009
 1.2213206603301647E+004	 2.4053565718289644E-009
 1.2213606803401697E+004	 2.3527360889836639E-009
 1.2214007003501747E+004	 2.2861096507074185E-009
 1.2214407203601797E+004	 2.2096986777521895E-009
 1.2214807403701847E+004	 2.1243715876522737E-009
 1.2215207603801897E+004	 2.0286589235760896E-009
