13652.289,0.05154
13656.181,0.046
13659.386,0.05576
13660.989,0.02374
13665.339,0.02655
13670.604,0.02658
13674.267,0.01963
13679.075,0.01966
13683.883,0.02108
13685.943,0.02109
13688.462,0.05453
13692.811,0.02113
13696.932,0.03229
13698.306,0.06155
13703.8,0.04208
13707.234,0.06299
13710.211,0.06997
13714.332,0.0686
13716.85,0.09369
13717.308,0.11319
13718.681,0.13548
13720.513,0.17031
13722.344,0.19678
13727.152,0.17313
13729.441,0.31381
13731.044,0.13833
13732.647,0.15227
13736.31,0.17736
13739.744,0.1551
13740.888,0.19967
13745.696,0.17324
13748.672,0.23175
13755.54,0.27914
13755.998,0.27599
13758.974,0.28612
13760.806,0.32374
13761.951,0.34742
13762.866,0.37667
13766.529,0.56332
13766.987,0.77781
13770.421,0.42546
13772.482,0.4004
13775.229,0.30293
13777.518,0.27787
13777.976,0.24027
13782.097,0.24586
13785.531,0.25284
13789.423,0.27794
13791.026,0.31276
13792.628,0.35456
13795.375,0.39357
13798.352,0.59832
13800.412,0.99805
13802.93,0.47651
13803.159,0.47857
13807.509,0.41453
13810.485,0.33933
13812.546,0.26553
13814.606,0.23072
13819.185,0.19732
13824.222,0.24749
13831.319,0.2141
13834.753,0.16259
13838.187,0.12361
13843.452,0.09161
13851.007,0.06936
13856.731,0.07775
13860.394,0.10563
13862.683,0.18921
13864.515,0.12515
13868.636,0.082
13874.359,0.06253
13878.709,0.06673
13880.769,0.12385
13883.059,0.06119
13889.011,0.05565
13894.277,0.05429
13897.024,0.17408
13898.626,0.21866
13900.229,0.10307
13905.037,0.06409
13913.736,0.04743
13917.399,0.07531
13918.773,0.1352
13922.665,0.09344
13923.81,0.04888
