# eBE(cm-1)  int. (rel. X0)  beta
12683.122      0.08916      -0.58036
12687.070      0.03071      -1.38564
12690.994     -0.02421      -1.74737
12694.894     -0.03878      -3.22313
12698.770     -0.04750      -3.04991
12702.622     -0.04353      -1.09443
12706.450     -0.02474       2.06323
12710.254      0.04048      -2.49789
12714.034      0.08602      -0.52574
12717.790      0.07651       0.77437
12721.522      0.01346       4.71585
12725.230     -0.00666      -7.20921
12728.914      0.01969       2.72195
12732.574      0.02619       0.25181
12736.210      0.06658      -0.30682
12739.822      0.08365       0.01287
12743.410      0.07509       0.27039
12746.974      0.06413      -0.67427
12750.514      0.09462      -1.72381
12754.030      0.03278      -4.61674
12757.522     -0.01634       5.79255
12760.990     -0.00696      -1.83838
12764.434      0.01709       2.33416
12767.854     -0.02641      -1.50041
12771.250     -0.06200      -0.67971
12774.622     -0.05851      -1.77407
12777.970     -0.03831      -4.64203
12781.294     -0.00396     -42.04904
12784.594      0.04587       0.90231
12787.870      0.07284      -1.25721
12791.122      0.05782      -2.41843
12794.350      0.00607     -20.74951
12797.554     -0.02855       1.36382
12800.734     -0.02863      -1.42786
12803.890      0.01120       5.76482
12807.022      0.04794       0.22634
12810.130      0.07955      -0.57389
12813.214      0.07889       0.16253
12816.274      0.06619       0.36593
12819.310      0.05434       0.07012
12822.322      0.03362       2.43104
12825.310      0.03027       3.38486
12828.274      0.04865      -0.61053
12831.214      0.02857      -3.04550
12834.130      0.01672      -5.17274
12837.022      0.02697      -2.06118
12839.890      0.00551       2.65279
12842.734     -0.01490      -3.11567
12845.554     -0.01807      -1.78486
12848.350      0.00262      21.14310
12851.122      0.04993       0.65819
12853.870      0.09115      -0.55253
12856.594      0.09248      -0.12006
12859.294      0.08641       0.09057
12861.970      0.07463       0.34393
12864.622      0.02028       3.82509
12867.250     -0.02393      -1.71798
12869.854     -0.02659      -0.00553
12872.434     -0.02978      -0.36463
12874.990      0.00979       2.76794
12877.522      0.07381      -0.30616
12880.030      0.11165      -0.84805
12882.514      0.07443      -0.54373
12884.974      0.01824      -0.33160
12887.410     -0.02462      -0.54292
12889.822     -0.04687      -0.97345
12892.210     -0.00536       1.73349
12894.574      0.06195      -0.36165
12896.914      0.07245       0.43496
12899.230      0.05354       1.10611
12901.522      0.04245       1.33273
12903.790      0.03715       0.31553
12906.034      0.00077      19.76349
12908.254     -0.00334     -19.92702
12910.450      0.01358      11.06443
12912.622      0.04573       2.96654
12914.770      0.05915       0.97566
12916.894      0.07509      -0.47385
12918.994      0.08664      -1.36078
12921.070      0.10403      -1.27213
12923.122      0.12376      -0.93991
12925.150      0.11491      -0.49738
12927.154      0.08707       0.11241
12929.134      0.03456       1.31816
12931.090      0.01235       0.03824
12933.022      0.03059      -0.60142
12934.930      0.05305       0.02223
12936.814      0.08945       0.01936
12938.674      0.10157      -0.16747
12940.510      0.11192      -0.32740
12942.322      0.10918      -0.74582
12944.110      0.11107      -0.88981
12945.874      0.13371      -1.11251
12947.614      0.14557      -1.25356
12949.330      0.13262      -0.85928
12951.022      0.12052      -0.04655
12952.690      0.09038       0.88708
12954.334      0.08311       0.54938
12955.954      0.11532      -0.23130
12957.550      0.12338      -0.53559
12959.122      0.08604      -0.30970
12960.670      0.08244      -0.21769
12962.194      0.11044      -0.51575
12963.694      0.13118      -0.70694
12965.170      0.15783      -0.60061
12966.622      0.19324      -0.45502
12968.050      0.18566      -0.33315
12969.454      0.16401      -0.21660
12970.834      0.14774      -0.03757
12972.190      0.12935       0.25996
12973.522      0.10439       0.35725
12974.830      0.07400       0.37083
12976.114      0.04221       1.15630
12977.374      0.04864       1.15305
12978.610      0.08021       0.37975
12979.822      0.14073      -0.14322
12981.010      0.18573      -0.21831
12982.174      0.19338      -0.35114
12983.314      0.17365      -0.61100
12984.430      0.16378      -0.60757
12985.522      0.16470      -0.29489
12986.590      0.16797      -0.17589
12987.634      0.16735      -0.23065
12988.654      0.15092      -0.24049
12989.650      0.11906      -0.34075
12990.622      0.10042      -0.77804
12991.570      0.11919      -0.90519
12992.494      0.16232      -0.75733
12993.394      0.18991      -0.51348
12994.270      0.21431      -0.19818
12995.122      0.23502       0.09528
12995.950      0.25842       0.13661
12996.754      0.26523      -0.12100
12997.534      0.25019      -0.33246
12998.290      0.21418      -0.25403
12999.022      0.19370       0.02013
12999.730      0.19354       0.27867
13000.414      0.18738       0.46798
13001.074      0.17147       0.58816
13001.710      0.13959       0.67775
13002.322      0.11694       0.66820
13002.910      0.11465       0.53408
13003.474      0.11554       0.57338
13004.014      0.11597       0.45350
13004.530      0.11944       0.20160
13005.022      0.12324      -0.05063
13005.490      0.10694      -0.31535
13005.934      0.07992      -0.44823
13006.354      0.05722      -0.36961
13006.750      0.04264       0.32625
13007.122      0.04070       1.11303
13007.470      0.04176       1.82645
13007.794      0.04697       1.61457
13008.094      0.04854       0.80688
13008.370      0.05259      -0.14278
13008.622      0.05863      -0.59264
13008.850      0.05954      -0.72315
13009.054      0.06064      -0.73302
13009.234      0.05530      -0.81864
13009.390      0.05018      -0.95225
13009.522      0.05013      -0.87212
13009.630      0.04823      -0.72380
13009.714      0.04146      -0.61266
13009.774      0.02798      -0.47218
13009.810      0.01101      -0.31881
13009.822      0.00000      -0.88942
