# eBE(cm-1)  int. (rel. X0)  beta
3259.770      0.00522      -0.54397
3301.849      0.00756      -1.11051
3343.831      0.01134      -1.20863
3385.717      0.00650      -1.49664
3427.506      0.01095      -0.95786
3469.199      0.00886      -0.15173
3510.796      0.00377       2.67037
3552.296     -0.00087     -14.89883
3593.700      0.00053       9.54188
3635.007      0.00612      -1.87910
3676.218      0.00651      -1.73434
3717.333      0.00706      -0.76984
3758.351      0.00760      -0.54533
3799.273      0.00076      -0.29164
3840.098     -0.00426      -0.76651
3880.827     -0.00318      -1.59147
3921.460      0.00084      -2.48994
3961.996      0.00395      -0.95398
4002.436      0.00049      13.42438
4042.779     -0.00053     -26.76405
4083.026      0.00855       0.57247
4123.177      0.01025      -0.32556
4163.231      0.00510      -1.11138
4203.189      0.00342      -2.49704
4243.050      0.00398      -2.32116
4282.815      0.00103      -0.59828
4322.484      0.00103       1.50944
4362.056     -0.00366      -0.81665
4401.532      0.00436      -1.23612
4440.911      0.00936      -0.68695
4480.194      0.00226       1.80247
4519.381     -0.00402      -1.83661
4558.471      0.00213      -2.32912
4597.465      0.00427      -1.70117
4636.362     -0.00151       1.71434
4675.163     -0.00172       2.17264
4713.868      0.00106      -1.78374
4752.476      0.00186       2.09614
4790.988      0.00119       6.19354
4829.403      0.00387       0.20410
4867.722      0.00458      -1.24439
4905.945      0.00255      -0.54921
4944.071     -0.00135      -2.85611
4982.101     -0.00021       9.57677
5020.034      0.00475      -0.94930
5057.871      0.00178      -2.11735
5095.612     -0.00114       4.87606
5133.256     -0.00061      11.25222
5170.804     -0.00052      -2.29316
5208.255      0.00352       2.49678
5245.610      0.00664       1.18077
5282.869      0.00494       0.27123
5320.031      0.00389      -1.40237
5357.097      0.00644      -1.37761
5394.066      0.00010     -34.83976
5430.939     -0.00568      -1.12720
5467.716     -0.00360      -1.49330
5504.396      0.00017       8.37953
5540.980      0.00416      -0.56435
5577.467      0.00404      -0.09623
5613.858      0.00363      -0.80395
5650.153      0.00100      -5.47834
5686.351      0.00120       0.49267
5722.453      0.00336      -0.49175
5758.458      0.00245      -1.94001
5794.367      0.00070      -1.56950
5830.180      0.00028      -5.38498
5865.896      0.00140      -4.21558
5901.516      0.00623      -1.19949
5937.039      0.00373      -0.74624
5972.466      0.00024      -1.51487
6007.797     -0.00050      -5.83373
6043.031      0.00289       2.48165
6078.169     -0.00297      -1.60901
6113.210     -0.00611       0.21793
6148.155     -0.00334      -1.62179
6183.004      0.00266       3.28451
6217.756      0.00588       0.06945
6252.412      0.00723      -1.28696
6286.971      0.00749      -0.85132
6321.434      0.00529      -0.42623
6355.801      0.00590      -1.19287
6390.071      0.00655      -2.22512
6424.245      0.00264      -1.60839
6458.322     -0.00145      -6.66032
6492.303      0.00163       4.60682
6526.188      0.00225       1.03456
6559.976     -0.00019       9.85711
6593.668      0.00084      -7.63286
6627.263     -0.00061       4.19837
6660.762     -0.00459      -0.37185
6694.165     -0.00121       3.47858
6727.471      0.00069       2.24511
6760.681     -0.00180      -3.87545
6793.794      0.00013      32.79759
6826.811      0.00268      -1.16557
6859.732      0.00575      -1.02086
6892.556      0.00685      -1.70126
6925.284      0.00387      -2.26072
6957.915      0.00188       1.41438
6990.450     -0.00023     -41.20919
7022.889     -0.00222      -3.97137
7055.231     -0.00145      -0.61148
7087.477      0.00186      -1.76022
7119.626      0.00603      -0.91454
7151.679      0.00553      -0.68928
7183.636      0.00431      -1.84526
7215.496      0.00561      -1.78584
7247.260      0.00567      -1.27495
7278.927     -0.00050      -3.61647
7310.498     -0.00010      -5.22433
7341.973     -0.00121       0.72216
7373.351     -0.00648      -0.63570
7404.633     -0.00143      -1.35020
7435.818      0.00428       0.11556
7466.907      0.00228       1.95053
7497.900      0.00127       3.09621
7528.796      0.00063      -0.74536
7559.596      0.00083      -3.29961
7590.299      0.00094      -2.53462
7620.906      0.00096       1.91350
7651.417     -0.00052     -13.29755
7681.831      0.00096       5.29979
7712.149      0.00521      -0.58595
7742.370      0.00518      -1.37895
7772.495      0.00296      -1.32657
7802.524      0.00219       1.46016
7832.456      0.00106       5.45459
7862.292     -0.00157      -3.18865
7892.031     -0.00165      -1.35492
7921.674     -0.00231       1.53459
7951.221     -0.00416      -0.34945
7980.671      0.00459       0.55743
8010.025      0.00749       0.08594
8039.282      0.00073      -3.80065
8068.443     -0.00389      -0.28578
8097.508     -0.00176      -2.41703
8126.476      0.00261      -0.25026
8155.348      0.00488      -1.05041
8184.123     -0.00082      -8.93640
8212.802     -0.00309      -3.19212
8241.385      0.00038       5.66641
8269.871     -0.00033      -2.30748
8298.261     -0.00099      -0.83115
8326.554      0.00116       0.43010
8354.751      0.00214      -1.53568
8382.852      0.00120      -2.88434
8410.856      0.00001      26.90357
8438.764      0.00331      -1.46116
8466.575      0.00638      -1.18751
8494.290      0.00727      -0.88623
8521.909      0.00558      -1.20296
8549.431      0.00151      -3.37022
8576.857      0.00194      -0.45543
8604.186     -0.00339      -0.33662
8631.419     -0.00742       0.16956
8658.556     -0.00125       4.15013
8685.596      0.00205      -1.80794
8712.540      0.00618      -0.77918
8739.387      0.00716      -0.73867
8766.138      0.00230       1.67950
8792.793      0.00218       2.96531
8819.351      0.00536       0.56079
8845.813     -0.00021     -36.90067
8872.178     -0.00617      -0.30140
8898.447     -0.00089       3.16876
8924.620      0.00205       1.35756
8950.696      0.00098       7.35002
8976.676      0.00241       0.60335
9002.559      0.00004      50.83679
9028.346     -0.00354      -0.99985
9054.037     -0.00448      -0.32538
9079.631     -0.00156       0.34699
9105.129      0.00177      -0.31233
9130.530      0.00254       0.21982
9155.835      0.00345      -0.69190
9181.044      0.00509      -0.35310
9206.156      0.00234      -1.07303
9231.172     -0.00094       6.08385
9256.091     -0.00190       4.03302
9280.914     -0.00042      17.35432
9305.641      0.00070      -2.37032
9330.271      0.00196       1.20188
9354.805      0.00129       3.74732
9379.242      0.00329       1.25983
9403.583      0.00626       0.20998
9427.828      0.00776      -0.59275
9451.976      0.00197      -1.20486
9476.028     -0.00250       0.92644
9499.983     -0.00296       1.61696
9523.842     -0.00314       0.89588
9547.605      0.00456      -1.76024
9571.271      0.01109      -0.78516
9594.841      0.00847      -0.08110
9618.314      0.00367       1.05609
9641.691      0.00227       1.41486
9664.972      0.00273       0.67234
9688.156      0.00527      -1.18786
9711.244     -0.00157       1.42014
9734.235     -0.00417       0.44680
9757.130     -0.00093       7.05281
9779.929     -0.00423       0.87719
9802.631     -0.00594      -0.44503
9825.237     -0.00541      -0.96426
9847.746     -0.00296      -1.07656
9870.159      0.00192       0.03692
9892.476      0.00435       0.49194
9914.696      0.00539       0.20850
9936.820      0.00560       0.16170
9958.847      0.00038      13.02523
9980.778     -0.00092       0.47063
10002.613      0.00042     -17.24200
10024.351      0.00028     -28.90145
10045.993     -0.00163       1.65351
10067.538     -0.00162      -3.24516
10088.987      0.00030      24.54797
10110.340      0.00178       2.68590
10131.596      0.00266       2.17929
10152.756      0.00374      -0.35031
10173.819      0.00503      -1.08742
10194.786      0.00243      -1.00972
10215.657     -0.00024       0.99645
10236.431     -0.00229       0.78889
10257.109     -0.00518       0.19579
10277.690     -0.00288       1.13195
10298.175      0.00148      -4.62024
10318.564      0.00215      -2.71034
10338.856      0.00057       0.29853
10359.052      0.00149       0.08621
10379.151      0.00218      -1.18320
10399.154     -0.00003     -25.07421
10419.061     -0.00001     -81.44804
10438.871      0.00196      -0.75174
10458.585      0.00382      -1.02012
10478.202      0.00211      -2.48666
10497.723      0.00104      -3.42777
10517.148      0.00109      -0.59500
10536.476      0.00001     522.51841
10555.708      0.00081       4.48119
10574.843      0.00212       1.17946
10593.882      0.00519      -0.26094
10612.825      0.00568      -0.62972
10631.671      0.00431      -1.43616
10650.421      0.00121       0.08070
10669.074     -0.00450      -2.73732
10687.631     -0.00429      -2.51657
10706.092      0.00076      -0.12971
10724.456      0.00164      -2.55344
10742.724     -0.00116       3.00717
10760.895     -0.00003      96.42397
10778.970      0.00282      -1.18938
10796.949      0.00362      -0.61217
10814.831      0.00232       0.34709
10832.617      0.00168      -1.59769
10850.306     -0.00010      23.55714
10867.899     -0.00150      -0.85211
10885.396      0.00092      -0.03647
10902.796      0.00271      -1.33016
10920.100     -0.00028     -13.03131
10937.307     -0.00147      -6.66176
10954.418     -0.00251      -4.39768
10971.433     -0.00220      -1.95026
10988.351     -0.00008      -2.26052
11005.173      0.00467      -0.94897
11021.898      0.00593      -0.81559
11038.527      0.00240       1.99077
11055.060      0.00471       0.80854
11071.496      0.00502      -0.59895
11087.836      0.00178       0.10135
11104.079      0.00157      -0.36820
11120.226      0.00328      -1.82142
11136.277      0.00064     -13.91930
11152.231     -0.00208       3.00987
11168.089     -0.00233      -0.79708
11183.850      0.00118       3.02476
11199.515      0.00149       3.63437
11215.084      0.00208       2.00085
11230.556      0.00240      -0.99306
11245.932      0.00138      -2.28693
11261.211      0.00019     -11.32921
11276.394     -0.00064       8.98279
11291.481      0.00048     -15.38916
11306.471      0.00150      -1.01811
11321.365      0.00070       1.03191
11336.162      0.00177      -0.22652
11350.863      0.00443      -0.69459
11365.468      0.00244       0.10319
11379.976      0.00498       1.18711
11394.388      0.00666       0.84485
11408.703      0.00717      -0.58779
11422.922      0.00841      -1.60456
11437.045      0.01195      -1.27424
11451.071      0.01323      -0.27424
11465.001      0.01385       0.09624
11478.834      0.02035      -0.21867
11492.571      0.02108      -0.22369
11506.212      0.01533      -0.24778
11519.756      0.01076      -0.09040
11533.204      0.00931       0.00925
11546.555      0.01268      -0.78360
11559.810      0.01622      -1.12024
11572.969      0.01397      -1.02617
11586.031      0.01245      -0.60116
11598.997      0.01343       0.01234
11611.866      0.01165       0.68215
11624.639      0.00740       1.38519
11637.316      0.00943       0.77586
11649.896      0.01306       0.12206
11662.380      0.01379      -0.57611
11674.767      0.01381      -1.24515
11687.058      0.01307      -1.36429
11699.253      0.01213      -1.14169
11711.351      0.01649      -1.01898
11723.353      0.02840      -1.22435
11735.258      0.05699      -1.25450
11747.067      0.12469      -1.00997
11758.780      0.25385      -0.80466
11770.396      0.44053      -0.61256
11781.916      0.62992      -0.35979
11793.339      0.71684      -0.05481
11804.666      0.66904       0.22397
11815.897      0.57447       0.44208
11827.031      0.50607       0.49568
11838.069      0.50285       0.14601
11849.010      0.62815      -0.25649
11859.855      0.84472      -0.31847
11870.604      1.00000      -0.24263
11881.256      0.99715      -0.12617
11891.812      0.92006      -0.00703
11902.271      0.83060       0.01120
11912.634      0.71834      -0.08919
11922.901      0.65240      -0.22411
11933.071      0.62689      -0.28991
11943.145      0.60350      -0.29336
11953.122      0.59872      -0.29586
11963.003      0.60236      -0.28208
11972.788      0.57883      -0.26938
11982.476      0.50683      -0.26427
11992.068      0.44139      -0.33104
12001.563      0.41631      -0.33384
12010.962      0.35997      -0.21876
12020.265      0.27729      -0.18541
12029.471      0.20970      -0.19769
12038.581      0.16765      -0.27627
12047.594      0.12802      -0.22676
12056.511      0.09325      -0.07216
12065.332      0.06020       0.30360
12074.056      0.03525       0.59384
12082.684      0.03905       0.03099
12091.215      0.07197      -0.33843
12099.650      0.06393       0.12423
12107.989      0.03769       1.28438
12116.231      0.03686       0.83926
12124.377      0.06083      -0.17190
12132.426      0.05711      -0.29009
12140.379      0.02528       0.37048
12148.236     -0.00700      -6.62554
12155.996     -0.01461      -2.66797
12163.660      0.01421       0.53083
12171.227      0.04222       0.23375
12178.698      0.04262       0.43808
12186.073      0.04786       0.05318
12193.351      0.05789      -0.29895
12200.533      0.05638      -0.65601
12207.618      0.03642      -1.10875
12214.607      0.01464      -0.95152
12221.500     -0.00641      -2.40474
12228.296     -0.02565      -1.72030
12234.996     -0.00451     -10.37912
12241.599      0.02077       0.57094
12248.106      0.02640      -0.94752
12254.517      0.02642      -0.58026
12260.831      0.03697       0.12060
12267.049      0.04920       0.06654
12273.170      0.05179       0.04077
12279.195      0.04573       0.16622
12285.124      0.02973       0.03222
12290.956      0.02307      -0.40812
12296.692      0.02514       0.15149
12302.331      0.03707       0.47276
12307.874      0.04970       0.31121
12313.321      0.04785       0.31323
12318.671      0.04007       0.48982
12323.925      0.02621       0.67507
12329.082      0.02881       0.28177
12334.143      0.03344      -0.04829
12339.108      0.03189      -0.31696
12343.976      0.02331       0.08024
12348.748      0.02729       0.61877
12353.423      0.03884       0.88296
12358.002      0.03930       1.20537
12362.485      0.03786       1.26230
12366.871      0.05524       0.44041
12371.161      0.07759      -0.06295
12375.354      0.09291      -0.33173
12379.451      0.09207      -0.41552
12383.452      0.07920      -0.39851
12387.356      0.07082      -0.32137
12391.164      0.07069      -0.32411
12394.875      0.07542      -0.44040
12398.490      0.08455      -0.56097
12402.009      0.07972      -0.43483
12405.431      0.07117      -0.18224
12408.757      0.07120       0.13018
12411.986      0.07540       0.22931
12415.119      0.09167       0.15753
12418.156      0.11132       0.09105
12421.096      0.11723       0.24521
12423.940      0.10742       0.48706
12426.687      0.09562       0.66021
12429.338      0.08458       0.78812
12431.893      0.08005       0.72569
12434.351      0.08844       0.52779
12436.713      0.10379       0.34177
12438.978      0.11565       0.24553
12441.147      0.12770       0.17265
12443.220      0.13431       0.12334
12445.196      0.14025       0.11134
12447.076      0.15257       0.14338
12448.859      0.16632       0.17328
12450.546      0.17532       0.13541
12452.137      0.17346       0.01378
12453.631      0.15883      -0.01429
12455.029      0.13988       0.02761
12456.330      0.12149       0.03971
12457.535      0.10960      -0.00475
12458.644      0.09920       0.05449
12459.656      0.09557       0.10754
12460.572      0.08814       0.24122
12461.391      0.07545       0.44277
12462.114      0.06089       0.68871
12462.741      0.04720       0.99358
12463.271      0.03601       1.38214
12463.705      0.02809       1.56534
12464.042      0.01997       1.55225
12464.283      0.01101       1.42973
12464.428      0.00346       1.20736
12464.476      0.00000       1.45744
